id_text,id_word,transliteration,lemma,morpheme1,morpheme2,morpheme3,base suffixes,base suffixes2
UntN TZ 31,UntN_TZ_31_00009,ip-il-la-ti-ma,ipilati,postp.loc,,,,
UntN TZ 31,UntN_TZ_31_00010,ku-ši-ih,kuši-,1sg.vb,,,,
UntN TZ 31,UntN_TZ_31_00011,(d)PA.TUG2,PA.TUG2,,,,,
UntN TZ 31,UntN_TZ_31_00012,li-li-ra,lili.r,,,,3sg.an,
UntN TZ 31,UntN_TZ_31_00013,ha-al,hal,,,,,
UntN TZ 31,UntN_TZ_31_00014,ha-ap-pa-ti-iš,haptiš,,,,,
UntN TZ 31,UntN_TZ_31_00015,pa-ap-pa-ra-na,papara-?,III,,,,
UntN TZ 31,UntN_TZ_31_00016,(m)un-taš-dingir-gal,Untash-Napirisha,,,,,
UntN TZ 31,UntN_TZ_31_00017,uk-ku-ri,uku,3sg.an,,,,
UntN TZ 31,UntN_TZ_31_00018,ir,i,3sg.an,,,,
UntN TZ 31,UntN_TZ_31_00019,mu-ur-ta-an-ra,mur.ta-,III,3sg.an,,,
UntN TZ 31,UntN_TZ_31_00020,hu-ut-tak-ha-li-ik,hutak.halik,,,,,
UntN TZ 31,UntN_TZ_31_00021,u2-me,u,3sg.inan1,,,,
UntN TZ 31,UntN_TZ_31_00022,(d)PA.TUG2,PA.TUG2,,,,,
UntN TZ 31,UntN_TZ_31_00023,li-na,lina,,,,,
UntN TZ 31,UntN_TZ_31_00024,te-la-ak-ni,tela-,II,opt2,,,
UntN TZ 32,UntN_TZ_32_00001,u2,u,,,,,
UntN TZ 32,UntN_TZ_32_00002,(m)un-taš-dingir-gal,Untash-Napirisha,,,,,
UntN TZ 32,UntN_TZ_32_00003,si-ia-an,sian,,,,,
UntN TZ 32,UntN_TZ_32_00004,(d)in-na-na,Inanna,,,,,
UntN TZ 32,UntN_TZ_32_00005,be-el-ti,belti,,,,,
UntN TZ 32,UntN_TZ_32_00006,ap-pu-ki-me,apuki,3sg.inan1,,,,
UntN TZ 32,UntN_TZ_32_00007,ku-ši-ih,kuši-,,,,,
UntN TZ 32,UntN_TZ_32_00008,(d)in-na-na,Inanna,,,,,
UntN TZ 32,UntN_TZ_32_00009,be-el-ti,belti,,,,,
UntN TZ 32,UntN_TZ_32_00010,ap-pu-ki-i,apuki,,,,,
UntN TZ 32,UntN_TZ_32_00011,ir,i,3sg.an,,,,
UntN TZ 32,UntN_TZ_32_00012,ša-ri-ih,šari-,1sg.vb,,,,
UntN TZ 32,UntN_TZ_32_00013,ir,i,3sg.an,,,,
UntN TZ 32,UntN_TZ_32_00014,a-ha-ar,aha,3sg.an,,,,
UntN TZ 32,UntN_TZ_32_00015,mu-ur-tah,mur.ta-,1sg.vb,,,,
UntN TZ 32,UntN_TZ_32_00016,hu-pi-e,hupe,,,,,
UntN TZ 32,UntN_TZ_32_00017,pi-ip-ši-ia,pepši-,adj,,,,
UntN TZ 32,UntN_TZ_32_00018,pi-ip-li-ih,pepli-,1sg.vb,,,,
UntN TZ 32,UntN_TZ_32_00019,hu-ut-ta-ak-ha-li-ik,hutak.halik,,,,,
UntN TZ 32,UntN_TZ_32_00020,u2-me,u,3sg.inan1,,,,
UntN TZ 32,UntN_TZ_32_00021,li-ni-en,lina,3sg.inan2,,,,
UntN TZ 32,UntN_TZ_32_00022,te-la-ak-ni,tela-,II,opt2,,,
UntN TZ 33,UntN_TZ_33_00001,u2,u,,,,,
UntN TZ 33,UntN_TZ_33_00002,(m)un-taš-dingir-gal,Untash-Napirisha,,,,,
UntN TZ 33,UntN_TZ_33_00003,ša-ak,šak,,,,,
UntN TZ 33,UntN_TZ_33_00004,(md)hu-um-ban-um-me-na-gi,Humban-umena,1sg.an,,,,
UntN TZ 33,UntN_TZ_33_00005,su-un-ki-ik,sunki,1sg.an,,,,
UntN TZ 33,UntN_TZ_33_00006,an-za-an,Anshan,,,,,
UntN TZ 33,UntN_TZ_33_00007,šu-šu-un-ka,Susa,1sg.an,,,,
UntN TZ 33,UntN_TZ_33_00008,pu-uk-ši,pukši,,,,,
UntN TZ 33,UntN_TZ_33_00009,ta-ak-ki-ip-pi,taki,3pl.an,,,,
UntN TZ 33,UntN_TZ_33_00010,u2-pa-at,upat,,,,,
UntN TZ 33,UntN_TZ_33_00011,hu-us-si-ip-me,husi,3pl.an,3sg.inan1,,,
UntN TZ 33,UntN_TZ_33_00012,ku-ši-ih,kuši-,1sg.vb,,,,
UntN TZ 33,UntN_TZ_33_00013,(d)su-un-ki-ir-ri-ša-ar-ra,Sunkirishar,,,,,
UntN TZ 33,UntN_TZ_33_00014,in,i,3sg.inan2,,,,
UntN TZ 33,UntN_TZ_33_00015,du-ni-ih,tuni-,1sg.vb,,,,
UntN TZ 34,UntN_TZ_34_00001,u2,u,,,,,
UntN TZ 34,UntN_TZ_34_00002,(m)un-taš-dingir-gal,Untash-Napirisha,,,,,
UntN TZ 34,UntN_TZ_34_00003,ša-ak,šak,,,,,
UntN TZ 34,UntN_TZ_34_00004,(m)hu-ban-um-me-na-ki,Humban-umena,1sg.an,,,,
UntN TZ 34,UntN_TZ_34_00005,su-un-ki-ik,sunki,1sg.an,,,,
UntN TZ 34,UntN_TZ_34_00006,an-za-an,Anshan,,,,,
UntN TZ 34,UntN_TZ_34_00007,šu-šu-un-ka,Susa,1sg.an,,,,
UntN TZ 34,UntN_TZ_34_00008,ta-ak-me,tak.me,,,,3sg.inan1,
UntN TZ 34,UntN_TZ_34_00009,u2-me,u,3sg.inan1,,,,
UntN TZ 34,UntN_TZ_34_00010,tu4-ur,tur,,,,,
UntN TZ 34,UntN_TZ_34_00011,hi-ih,hih,,,,,
UntN TZ 34,UntN_TZ_34_00012,si-it-me,sit.me,,,,3sg.inan1,
UntN TZ 34,UntN_TZ_34_00013,u2-me,u,3sg.inan1,,,,
UntN TZ 34,UntN_TZ_34_00014,šu-ul-lu-me-ga,šullume-,II,,,,
UntN TZ 34,UntN_TZ_34_00015,az-ki-it,azkit,,,,,
UntN TZ 34,UntN_TZ_34_00016,tu4-ur,tur,,,,,
UntN TZ 34,UntN_TZ_34_00017,sah-ri,sah,3sg.an,,,,
UntN TZ 34,UntN_TZ_34_00018,hu-šu-ia,hušu,adj,,,,
UntN TZ 34,UntN_TZ_34_00019,in-gi,in-,1sg.an,,,,
UntN TZ 34,UntN_TZ_34_00020,hi-en-ga,hi-,III,1sg.an,,,
UntN TZ 34,UntN_TZ_34_00021,in-di-ik-ka,in.tika,,,,,
UntN TZ 34,UntN_TZ_34_00022,a-gi,ak,,,,,
UntN TZ 34,UntN_TZ_34_00023,si-a-an,sian,,,,,
UntN TZ 34,UntN_TZ_34_00024,u2-pa-at,upat,,,,,
UntN TZ 34,UntN_TZ_34_00025,hu-us-si-ip-me,husi,3pl.an,3sg.inan1,,,
UntN TZ 34,UntN_TZ_34_00026,ku-ši-ih,kuši-,1sg.vb,,,,
UntN TZ 34,UntN_TZ_34_00027,(d)nin-e2-gal,NIN.E.GAL,,,,,
UntN TZ 34,UntN_TZ_34_00028,si-a-an-ku-uk-ra,Sian.kuk,3sg.an,,,,
UntN TZ 34,UntN_TZ_34_00029,in,i,3sg.inan2,,,,
UntN TZ 34,UntN_TZ_34_00030,tu4-ni-ih,tuni-,1sg.vb,,,,
UntN TZ 34,UntN_TZ_34_00031,hu-ut-tak-ha-li-ik,hutak.halik,,,,,
UntN TZ 34,UntN_TZ_34_00032,u2-me,u,3sg.inan1,,,,
UntN TZ 34,UntN_TZ_34_00033,(d)nin-e2-gal,NIN.E.GAL,,,,,
UntN TZ 34,UntN_TZ_34_00034,ul-li-na,lina,,,,,
UntN TZ 34,UntN_TZ_34_00035,te-la-ak-ni,tela-,II,opt2,,,
UntN TZ 35,UntN_TZ_35_00001,u2,u,,,,,
UntN TZ 35,UntN_TZ_35_00002,(m)un-taš-dingir-gal,Untash-Napirisha,,,,,
UntN TZ 35,UntN_TZ_35_00003,ša-ak,šak,,,,,
UntN TZ 35,UntN_TZ_35_00004,(d)hu-ban-[um]-me-na-ki,Humban-umena,1sg.an,,,,
UntN TZ 35,UntN_TZ_35_00005,su-un-ki-ik,sunki,1sg.an,,,,
UntN TZ 35,UntN_TZ_35_00006,an-za-an,Anshan,,,,,
UntN TZ 35,UntN_TZ_35_00007,šu-šu-un-ka,Susa,1sg.an,,,,
UntN TZ 35,UntN_TZ_35_00008,ta-ak-me,tak.me,,,,3sg.inan1,
UntN TZ 35,UntN_TZ_35_00009,u2-me,u,3sg.inan1,,,,
UntN TZ 35,UntN_TZ_35_00010,tu4-[ur],tur,,,,,
UntN TZ 35,UntN_TZ_35_00011,hi-ih,hih,,,,,
UntN TZ 35,UntN_TZ_35_00012,si-it-me,sit.me,,,,3sg.inan1,
UntN TZ 35,UntN_TZ_35_00013,u2-me,u,3sg.inan1,,,,
UntN TZ 35,UntN_TZ_35_00014,šu-ul-lu-me-en-ga,šullume-,III,1sg.an,,,
UntN TZ 35,UntN_TZ_35_00015,az-ki-it,azkit,,,,,
UntN TZ 35,UntN_TZ_35_00016,tu4-ur,tur,,,,,
UntN TZ 35,UntN_TZ_35_00017,sah-ri,sah,3sg.an,,,,
UntN TZ 35,UntN_TZ_35_00018,hu-šu-ia,hušu,adj,,,,
UntN TZ 35,UntN_TZ_35_00019,in-gi,in-,1sg.an,,,,
UntN TZ 35,UntN_TZ_35_00020,hi-en-ga,hi-,III,1sg.an,,,
UntN TZ 35,UntN_TZ_35_00021,in-di-ik-ka,in.tika,,,,,
UntN TZ 35,UntN_TZ_35_00022,a-gi,ak,,,,,
UntN TZ 35,UntN_TZ_35_00023,si-a-an,sian,,,,,
UntN TZ 35,UntN_TZ_35_00024,u2-pa-at,upat,,,,,
UntN TZ 35,UntN_TZ_35_00025,hu-us-si-ip-me,husi,3pl.an,3sg.inan1,,,
UntN TZ 35,UntN_TZ_35_00026,ku-ši-ih,kuši-,1sg.vb,,,,
UntN TZ 35,UntN_TZ_35_00027,(d)ma-an-za-at,Manzat,,,,,
UntN TZ 35,UntN_TZ_35_00028,si-a-an-ku-uk-ra,Sian.kuk,3sg.an,,,,
UntN TZ 35,UntN_TZ_35_00029,in,i,3sg.inan2,,,,
UntN TZ 35,UntN_TZ_35_00030,tu4-ni-ih,tuni-,1sg.vb,,,,
UntN TZ 35,UntN_TZ_35_00031,e[l?-x-x]-at-tu4,,,,,,
UntN TZ 35,UntN_TZ_35_00032,ir,i,3sg.an,,,,
UntN TZ 35,UntN_TZ_35_00033,a-ha-ar,aha,3sg.an,,,,
UntN TZ 35,UntN_TZ_35_00034,hi?-[…],,,,,,
UntN TZ 35,UntN_TZ_35_00035,h[u-ut-tak-h]a-li-ik,hutak.halik,,,,,
UntN TZ 35,UntN_TZ_35_00036,u2-me,u,3sg.inan1,,,,
UntN TZ 35,UntN_TZ_35_00037,(d)ma-an-za-at,Manzat,,,,,
UntN TZ 35,UntN_TZ_35_00038,ul-li-na,lina,,,,,
UntN TZ 35,UntN_TZ_35_00039,te-la-ak-ni,tela-,II,opt2,,,
UntN TZ 36,UntN_TZ_36_00001,u3,u,,,,,
UntN TZ 36,UntN_TZ_36_00002,(m)un-taš-dingir-gal,Untash-Napirisha,,,,,
UntN TZ 36,UntN_TZ_36_00003,ša-ak,šak,,,,,
UntN TZ 36,UntN_TZ_36_00004,(d)hu-ban-nu-me-na-ki,Humban-umena,1sg.an,,,,
UntN TZ 36,UntN_TZ_36_00005,su-un-ki-ik,sunki,1sg.an,,,,
UntN TZ 36,UntN_TZ_36_00006,an-za-an,Anzan,,,,,
UntN TZ 36,UntN_TZ_36_00007,šu-šu-un-ka,Susa,1sg.an,,,,
UntN TZ 36,UntN_TZ_36_00008,si-ia-an,sian,,,,,
UntN TZ 36,UntN_TZ_36_00009,ku-ši-ih,kuši-,1sg.vb,,,,
UntN TZ 36,UntN_TZ_36_00010,(d)ši-ia-šu-um,Shiashum,,,,,
UntN TZ 36,UntN_TZ_36_00011,si-ia-an-ku-uk-ra,Sian.kuk,3sg.an,,,,
UntN TZ 36,UntN_TZ_36_00012,in,i,3sg.inan2,,,,
UntN TZ 36,UntN_TZ_36_00013,du-ni-ih,tuni-,1sg.vb,,,,
UntN TZ 36,UntN_TZ_36_00014,hu-ut-tak-ha-li-ik,hutak.halik,,,,,
UntN TZ 36,UntN_TZ_36_00015,u2-me,u,3sg.inan1,,,,
UntN TZ 36,UntN_TZ_36_00016,(d)ši-ia-šu-um,Shiashum,,,,,
UntN TZ 36,UntN_TZ_36_00017,si-ia-an-ku-uk-ra,Sian.kuk,3sg.an,,,,
UntN TZ 36,UntN_TZ_36_00018,ul-li-na,lina,,,,,
UntN TZ 36,UntN_TZ_36_00019,te-la-ak-ni,tela-,II,opt2,,,
UntN TZ 37,UntN_TZ_37_00001,u2,u,,,,,
UntN TZ 37,UntN_TZ_37_00002,(m)un-taš-dingir-gal,Untash-Napirisha,,,,,
UntN TZ 37,UntN_TZ_37_00003,si-ia-an,sian,,,,,
UntN TZ 37,UntN_TZ_37_00004,(d)da-mu-si,Damusi,,,,,
UntN TZ 37,UntN_TZ_37_00005,a-ak,ak,,,,,
UntN TZ 37,UntN_TZ_37_00006,(d)be-li-li-me,Belili,3sg.inan1,,,,
UntN TZ 37,UntN_TZ_37_00007,ku-ši-ih,kuši-,1sg.vb,,,,
UntN TZ 37,UntN_TZ_37_00008,a-pu-un,ap,acc,,,,
UntN TZ 37,UntN_TZ_37_00009,ša-ri-ih,šari-,,,,,
UntN TZ 37,UntN_TZ_37_00010,a-pu-un,ap,acc,,,,
UntN TZ 37,UntN_TZ_37_00011,a-ha-an,aha,3sg.inan2,,,,
UntN TZ 37,UntN_TZ_37_00012,mu-ur-ta-ah,murta-,1sg.vb,,,,
UntN TZ 37,UntN_TZ_37_00013,hu-pi-e,hupe,,,,,
UntN TZ 37,UntN_TZ_37_00014,a-pi-me,ap,3sg.inan1,,,,
UntN TZ 37,UntN_TZ_37_00015,pi-ip-ši-ia,pepši-,adj,,,,
UntN TZ 37,UntN_TZ_37_00016,ta-at-ta-ah,tata-,1sg.vb,,,,
UntN TZ 37,UntN_TZ_37_00017,hu-ut-ta-ak-ha-li-ik,hutak.halik,,,,,
UntN TZ 37,UntN_TZ_37_00018,u2-me,u,3sg.inan1,,,,
UntN TZ 37,UntN_TZ_37_00019,li-na-pu-un,"lina, ap",acc,,,,
UntN TZ 37,UntN_TZ_37_00020,te-la-ak-ni,tela-,II,opt2,,,
UntN TZ 38,UntN_TZ_38_00001,[u2,u,,,,,
UntN TZ 38,UntN_TZ_38_00002,(m)un-taš-dingir-gal,Untash-Napirisha,,,,,
UntN TZ 38,UntN_TZ_38_00003,ša-ak,šak,,,,,
UntN TZ 38,UntN_TZ_38_00004,(md)hu-um-ban-nu-me]-na-gi,Humban-umena,1sg.an,,,,
UntN TZ 38,UntN_TZ_38_00005,zu-un-ki-ik,sunki,1sg.an,,,,
UntN TZ 38,UntN_TZ_38_00006,an-za-an,Anshan,,,,,
UntN TZ 38,UntN_TZ_38_00007,[šu-šu-un-ka,Susa,1sg.an,,,,
UntN TZ 38,UntN_TZ_38_00008,si-ia-an,sian,,,,,
UntN TZ 38,UntN_TZ_38_00009,u2-pa-at],upat,,,,,
UntN TZ 38,UntN_TZ_38_00010,hu-us-si-ip-me,husi,3pl.an,3sg.inan1,,,
UntN TZ 38,UntN_TZ_38_00011,ku-ši-ih,kuši-,1sg.vb,,,,
UntN TZ 38,UntN_TZ_38_00012,(d)ki-la-ah-šu-pi-ir,Kilah.Shupir,,,,,
UntN TZ 38,UntN_TZ_38_00013,[li-mi-in-ra,lumu-,III,3sg.an,,,
UntN TZ 38,UntN_TZ_38_00014,du-ni-ih,tuni-,1sg.an,,,,
UntN TZ 38,UntN_TZ_38_00015,hu-ut2-tak-ha-li]-ik,hutak.halik,,,,,
UntN TZ 38,UntN_TZ_38_00016,u2-me,u,3sg.inan1,,,,
UntN TZ 38,UntN_TZ_38_00017,(d)ki-la-ah-šu-pi-ir,Kilah.Shupir,,,,,
UntN TZ 38,UntN_TZ_38_00018,si-ia-an-[ku-uk-ra,Sian.kuk,3sg.an,,,,
UntN TZ 38,UntN_TZ_38_00019,li-na,lina,,,,,
UntN TZ 38,UntN_TZ_38_00020,te-la-ak-ni,tela-,II,opt2,,,
UntN TZ 38,UntN_TZ_38_00021,pi-el],pel,,,,,
UntN TZ 38,UntN_TZ_38_00022,ki-it-ti-im-ma,kiti.n,postp.loc,,,3sg.inan2,
UntN TZ 38,UntN_TZ_38_00023,na-a,nan,,,,,
UntN TZ 38,UntN_TZ_38_00024,me-lu-uk-ra,meluk,3sg.an,,,,
UntN TZ 38,UntN_TZ_38_00025,[a-ak,ak,,,,,
UntN TZ 38,UntN_TZ_38_00026,zu-un-ki-me,sunki.me,,,,3sg.inan1,
UntN TZ 38,UntN_TZ_38_00027,tu4-ur,tur,,,,,
UntN TZ 38,UntN_TZ_38_00028,hi-ih,hih,,,,,
UntN TZ 38,UntN_TZ_38_00029,si]-it-tim,sit.me,,,,3sg.inan1,
UntN TZ 38,UntN_TZ_38_00030,gi-ri-ni,giri,postp.gen2,,,,
UntN TZ 38,UntN_TZ_38_00031,in,i,3sg.inan1,,,,
UntN TZ 38,UntN_TZ_38_00032,hi-ih-ni,hi-,1sg.vb,opt2,,,
UntN TZ 39,UntN_TZ_39_00001,u2,u,,,,,
UntN TZ 39,UntN_TZ_39_00002,(m)un-t[aš]-dingir-gal,Untash-Napirisha,,,,,
UntN TZ 39,UntN_TZ_39_00003,ša-ak,šak,,,,,
UntN TZ 39,UntN_TZ_39_00004,[…],,,,,,
UntN TZ 39,UntN_TZ_39_00005,su-un-ki-i[k],sunki,1sg.an,,,,
UntN TZ 39,UntN_TZ_39_00006,an-za-an,Anshan,,,,,
UntN TZ 39,UntN_TZ_39_00007,š[u-šu-un-ka,Susa,1sg.an,,,,
UntN TZ 39,UntN_TZ_39_00008,[…],,,,,,
UntN TZ 39,UntN_TZ_39_00009,li?-ki?-ri?-en?,likri.n,,,,3sg.inan2,
UntN TZ 39,UntN_TZ_39_00010,ku-ši-ih,kuši-,1sg.vb,,,,
UntN TZ 39,UntN_TZ_39_00011,(d)[…],,,,,,
UntN TZ 39,UntN_TZ_39_00012,[h]a-li-ik,hutak.halik,,,,,
UntN TZ 39,UntN_TZ_39_00013,u2-me,u,3sg.inan1,,,,
UntN TZ 39,UntN_TZ_39_00014,e,e,,,,,
UntN TZ 39,UntN_TZ_39_00015,(d)[…,,,,,,
UntN TZ 39,UntN_TZ_39_00016,],,,,,,
UntN TZ 40,UntN_TZ_40_00001,u2,u,,,,,
UntN TZ 40,UntN_TZ_40_00002,(m)un-taš-dingir-gal,Untash-Napirisha,,,,,
UntN TZ 40,UntN_TZ_40_00003,ša-ak,šak,,,,,
UntN TZ 40,UntN_TZ_40_00004,(md)hu-um-ban-nu-me-en-na-ki,Humban-umena,1sg.an,,,,
UntN TZ 40,UntN_TZ_40_00005,su-un-ki-ik,sunki,1sg.an,,,,
UntN TZ 40,UntN_TZ_40_00006,an-za-an,Anshan,,,,,
UntN TZ 40,UntN_TZ_40_00007,šu-šu-un-ka,Susa,1sg.an,,,,
UntN TZ 40,UntN_TZ_40_00008,ki?-iz?-zu-um,kizum,,,,,
UntN TZ 40,UntN_TZ_40_00009,mu-ši-a,muši,adj,,,,
UntN TZ 40,UntN_TZ_40_00010,ap-pa,apa,,,,,
UntN TZ 40,UntN_TZ_40_00011,su-un-ki-ip,sunki,3pl.an,,,,
UntN TZ 40,UntN_TZ_40_00012,u2-ri-[pu]-up,urpu,3pl.an,,,,
UntN TZ 40,UntN_TZ_40_00013,um-me,in-,3sg.inan1,,,,
UntN TZ 40,UntN_TZ_40_00014,hu-uh-tah-ša,huhua-,3pl.vb,,,,
UntN TZ 40,UntN_TZ_40_00015,u2,u,,,,,
UntN TZ 40,UntN_TZ_40_00016,hu-uh-tah,huhta-,1sg.vb,,,,
UntN TZ 40,UntN_TZ_40_00017,ha-li-ih,hali-,1sg.vb,,,,
UntN TZ 40,UntN_TZ_40_00018,si-a-an-ku-uk,Sian.kuk,,,,,
UntN TZ 40,UntN_TZ_40_00019,[ri?]-mu-um,rimum,,,,,
UntN TZ 40,UntN_TZ_40_00020,la-am-li-e-ma,lamli,3sg.poss,postp.loc,,,
UntN TZ 40,UntN_TZ_40_00021,zu-uz-ka-tah,zuz.kata-,1sg.vb,,,,
UntN TZ 40,UntN_TZ_40_00022,(d)in-šu-uš-na-ak,Inshushinak,,,,,
UntN TZ 40,UntN_TZ_40_00023,te-ip-ti,tempti,,,,,
UntN TZ 40,UntN_TZ_40_00024,si-a-ku-uk,Sian.kuk,,,,,
UntN TZ 40,UntN_TZ_40_00025,la-ha-ak-ir-ra,laha-,II,3sg.an,,,
UntN TZ 40,UntN_TZ_40_00026,u2,u,,,,,
UntN TZ 40,UntN_TZ_40_00027,tu4-ni-ih,tuni-,1sg.vb,,,,
UntN TZ 40,UntN_TZ_40_00028,ta-ak-[me],tak.me,,,,3sg.inan1,
UntN TZ 40,UntN_TZ_40_00029,u2-me,u,3sg.inan1,,,,
UntN TZ 40,UntN_TZ_40_00030,tu4-ur,tur,,,,,
UntN TZ 40,UntN_TZ_40_00031,hi-ih,hih,,,,,
UntN TZ 40,UntN_TZ_40_00032,si-it-me,sit.me,,,,3sg.inan1,
UntN TZ 40,UntN_TZ_40_00033,u2-me,u,3sg.inan1,,,,
UntN TZ 40,UntN_TZ_40_00034,[šu]-lu-me-en-[ga],šullume-,III,1sg.an,,,
UntN TZ 40,UntN_TZ_40_00035,az-ki-it,azkit,,,,,
UntN TZ 40,UntN_TZ_40_00036,tu4-ur,tur,,,,,
UntN TZ 40,UntN_TZ_40_00037,sa-ah-ri,sah,3sg.an,,,,
UntN TZ 40,UntN_TZ_40_00038,hu-šu-ia,hušu,adj,,,,
UntN TZ 40,UntN_TZ_40_00039,in-gi,in-,1sg.an,,,,
UntN TZ 40,UntN_TZ_40_00040,hi-en-ka,hi-,III,1sg.an,,,
UntN TZ 40,UntN_TZ_40_00041,in-ti-ig-ga,in.tika,,,,,
UntN TZ 40,UntN_TZ_40_00042,[a-gi],ak,,,,,
UntN TZ 40,UntN_TZ_40_00043,hu-[ut-tah],huta-,1sg.vb,,,,
UntN TZ 40,UntN_TZ_40_00044,ha-li-ih,hali-,1sg.vb,,,,
UntN TZ 40,UntN_TZ_40_00045,(d)in-šu-uš-na-ak,Inshushinak,,,,,
UntN TZ 40,UntN_TZ_40_00046,te-ip-ti,tempti,,,,,
UntN TZ 40,UntN_TZ_40_00047,si-ia-an-ku-uk,Sian.kuk,,,,,
UntN TZ 40,UntN_TZ_40_00048,la-ha-ak-ir-ra,laha-,II,3sg.an,,,
UntN TZ 40,UntN_TZ_40_00049,[u2],u,,,,,
UntN TZ 40,UntN_TZ_40_00050,tu4-ni-ih,tuni-,1sg.vb,,,,
UntN TZ 40,UntN_TZ_40_00051,hu-ut-tak-ha-li-ik,hutak.halik,,,,II,
UntN TZ 40,UntN_TZ_40_00052,u2-me,u,3sg.inan1,,,,
UntN TZ 40,UntN_TZ_40_00053,(d)in-šu-uš-na-ak,Inshushinak,,,,,
UntN TZ 40,UntN_TZ_40_00054,te-ip-ti,tempti,,,,,
UntN TZ 40,UntN_TZ_40_00055,[si]-ia-an-ku-uk,Sian.kuk,,,,,
UntN TZ 40,UntN_TZ_40_00056,la-ha-ak-ir-ra,laha-,II,3sg.an,,,
UntN TZ 40,UntN_TZ_40_00057,u2,u,,,,,
UntN TZ 40,UntN_TZ_40_00058,li-na,lina,,,,,
UntN TZ 40,UntN_TZ_40_00059,te-la-ak-li,tela-,II,opt3,,,
UntN TZ 41,UntN_TZ_41_00001,[…]-a,,,,,,
UntN TZ 41,UntN_TZ_41_00002,zu-u[n-ki-ip],sunki,3pl.an,,,,
UntN TZ 41,UntN_TZ_41_00003,[u2-r]i-pu-up,urpu,3pl.an,,,,
UntN TZ 41,UntN_TZ_41_00004,um-me,in-,3sg.inan1,,,,
UntN TZ 41,UntN_TZ_41_00005,hu-uh-[tah-ša],huhta-,3pl.vb,,,,
UntN TZ 41,UntN_TZ_41_00006,[u2,u,,,,,
UntN TZ 41,UntN_TZ_41_00007,hu]-uh-tah,huhta-,1sg.vb,,,,
UntN TZ 41,UntN_TZ_41_00008,ha-li-[ih,hali-,1sg.vb,,,,
UntN TZ 41,UntN_TZ_41_00009,si-a-an-ku-uk],Sian.kuk,,,,,
UntN TZ 41,UntN_TZ_41_00010,[ri?-im?]-mu-u[m,rimum,,,,,
UntN TZ 41,UntN_TZ_41_00011,la-am]-li-[e-ma,lamli,3sg.poss,postp.loc,,,
UntN TZ 41,UntN_TZ_41_00012,su-us-ka-ta]h,zuz.kata-,1sg.vb,,,,
UntN TZ 41,UntN_TZ_41_00013,(d)in-šu-[uš]-na-ak,Inshushinak,,,,,
UntN TZ 41,UntN_TZ_41_00014,te-ip-[ti],tempti,,,,,
UntN TZ 41,UntN_TZ_41_00015,si-ia-an-ku-[uk],Sian.kuk,,,,,
UntN TZ 41,UntN_TZ_41_00016,la-[ha]-ak-[ir]-ra,laha-,II,3sg.an,,,
UntN TZ 41,UntN_TZ_41_00017,tu4-ni-ih,tuni-,1sg.vb,,,,
UntN TZ 41,UntN_TZ_41_00018,ta-[ak]-me,tak.me,,,,3sg.inan1,
UntN TZ 41,UntN_TZ_41_00019,u2-me,u,3sg.inan1,,,,
UntN TZ 41,UntN_TZ_41_00020,tu4-[ur],tur,,,,,
UntN TZ 41,UntN_TZ_41_00021,[hi-ih,hih,,,,,
UntN TZ 41,UntN_TZ_41_00022,si-it-me],sit.me,,,,3sg.inan1,
UntN TZ 41,UntN_TZ_41_00023,u2-[me,u,3sg.inan1,,,,
UntN TZ 41,UntN_TZ_41_00024,in]-ti-ig-[ga],in.tika,,,,,
UntN TZ 41,UntN_TZ_41_00025,a-gi,ak,,,,,
UntN TZ 41,UntN_TZ_41_00026,[az-ki-it,azkit,,,,,
UntN TZ 41,UntN_TZ_41_00027,tu4-ur,tur,,,,,
UntN TZ 41,UntN_TZ_41_00028,sah]-ri,sah,3sg.an,,,,
UntN TZ 41,UntN_TZ_41_00029,[hu]-šu-ia,hušu,adj,,,,
UntN TZ 41,UntN_TZ_41_00030,in-gi,in-,1sg.an,,,,
UntN TZ 41,UntN_TZ_41_00031,hi-[en-g]a,hi-,III,1sg.an,,,
UntN TZ 41,UntN_TZ_41_00032,in-ti-[ig]-ga,in.tika,,,,,
UntN TZ 41,UntN_TZ_41_00033,[hu]-ut2-tah,huta-,1sg.vb,,,,
UntN TZ 41,UntN_TZ_41_00034,ha-li-ih,hali-,1sg.vb,,,,
UntN TZ 41,UntN_TZ_41_00035,(d)in-šu-uš-n[a-ak],Inshushinak,,,,,
UntN TZ 41,UntN_TZ_41_00036,[t]e-ip-ti,tempti,,,,,
UntN TZ 41,UntN_TZ_41_00037,si-ia-an-ku-uk-ra,Sian.kuk,3sg.an,,,,
UntN TZ 41,UntN_TZ_41_00038,[la-ha-ak-ir-ra],laha-,II,3sg.an,,,
UntN TZ 41,UntN_TZ_41_00039,u2,u,,,,,
UntN TZ 41,UntN_TZ_41_00040,du-ni-[ih,tuni-,1sg.vb,,,,
UntN TZ 41,UntN_TZ_41_00041,hu-ut2-tak-ha]-li-[ik,hutak.halik,,,,,
UntN TZ 41,UntN_TZ_41_00042,u2-me,u,3sg.inan1,,,,
UntN TZ 41,UntN_TZ_41_00043,dingir-gal],Napirisha,,,,,
UntN TZ 41,UntN_TZ_41_00044,(d)in-šu-uš-n[a-ak,Inshushinak,,,,,
UntN TZ 41,UntN_TZ_41_00045,te-ip-ti],tempti,,,,,
