,transliteration,sorting,period,base,logogram,morpheme_1,morpheme_2,morpheme_3,sense_hk,certainty-weight_hk,sense_hk_qid,certainty-weight_MEGA,sense_MEGA_qid,POS,number,person,category,transliteration original,unicode,roman,count,is_match
166,TUR,dur,mE; nE; achE,,Sum,,,,klein,1,,,,adjective,,,ADJ,TUR,𒌉,False,0,False
167,tur ma,durma,achE,tur,,-ma;postp.loc,,,als Reiseproviant,1,,,,noun,,,ADJ,tur-ma,𒌉 𒈠,False,0,False
168,TUR TUR,durtur,nE; achE,,Sum,,,,"ganz klein, winzig",1,,,,adjective,,,ADJ,TUR.TUR,𒌉 𒌉,False,0,False
169,du šu um ya,dus~uumya,nE,dušum,,-ya;adj,,,für Messer,0.5,,,,noun,,,ADJ,du-šu-um-ya,𒁺 𒋗 𒌝 𒉿,False,0,False
170,TU TU,dutu,nE,,Other,,,,schwarz,0.5,black (Q23445),,,adjective,,,ADJ,TU.TU,𒌅 𒌅,False,0,False
171,du uk qa ip,duukqaip,achE,tuka-,,-p;3pl.an,,,gefüttert worden ,1,,,,verb,Pl.,3rd Anim.,ADJ,du-uk-qa-ip,𒁺 𒊌 𒋡 𒅁,False,0,False
172,e la an ti,elaanti,mE,elamtu,,,,,von Elam,1,,,,adjective,,,ADJ,e-la-an-ti,𒂊 𒆷 𒀭 𒋾,False,0,False
173,e ri en tum4 na,erientumna,mE,erintum,,-na;postp.gen,,,aus Backsteinen,1,fired brick (Q122111873),,,noun,,,ADJ,e-ri-[en-tum4]-na,𒂊 𒊑 𒂗 𒉏 𒈾,False,0,False
174,e ri en tum4 im ma,erientumimma,mE,erintum,,-ma;postp.loc,,,"aus Backsteinen, aus gebronnten Ziegeln",1,fired brick (Q122111873),,,noun,,,ADJ,e-ri-en-tum4-im-ma,𒂊 𒊑 𒂗 𒉏 𒅎 𒈠,False,0,False
175,e ri en tum4 ni,erientumni,mE,erintum,,-ni;postp.gen,,,aus Backsteinen,1,fired brick (Q122111873),,,noun,Pl.,3rd Anim.,ADJ,e-ri-en-tum4-ni,𒂊 𒊑 𒂗 𒉏 𒉌,False,0,False
176,e ri en tu4 um im ma,erientuumimma,mE,erintum,,-ma;postp.loc,,,"aus Backsteinen, aus gebronnten Ziegeln",1,fired brick (Q122111873),,,noun,,,ADJ,e-ri-en-tu4-um-im-ma,𒂊 𒊑 𒂗 𒌈 𒌝 𒅎 𒈠,False,0,False
177,e ri en tu4 um,erientuum,mE,erintum,,,,,"acksteine, gebronnte Ziegel",1,fired brick (Q122111873),,,noun,,,ADJ,e-ri-en-tu4-um,𒂊 𒊑 𒂗 𒌈 𒌝,False,0,False
178,e ri en tu4 um na,erientuumna,mE,erintum,,-na;postp.gen,,,aus Backsteinen,1,fired brick (Q122111873),,,noun,,,ADJ,e-ri-en-tu4-um-na,𒂊 𒊑 𒂗 𒌈 𒌝 𒈾,False,0,False
179,e ri en tu4 um ma,erientuumma,mE,erintum,,-ma;postp.loc,,,"aus Backsteinen, aus gebronnten Ziegeln",1,fired brick (Q122111873),,,noun,,,ADJ,e-ri-en-tu4-um-ma,𒂊 𒊑 𒂗 𒌈 𒌝 𒈠,False,0,False
180,e ri en tu4 um ya,erientuumya,mE,erintum,,-ya;adj,,,aus Backsteinen,1,fired brick (Q122111873),,,noun,,,ADJ,e-ri-en-tu4-um-ya,𒂊 𒊑 𒂗 𒌈 𒌝 𒉿,False,0,False
181,e ri en tu4 um ni,erientuumni,mE,erintum,,-ni;postp.gen,,,aus Backsteinen,1,fired brick (Q122111873),,,noun,,,ADJ,e-ri-en-tu4-um-ni,𒂊 𒊑 𒂗 𒌈 𒌝 𒉌,False,0,False
182,e ri en tum4 ya,erientumya,mE,erintum,,-ya;adj,,,aus Backsteinen,1,fired brick (Q122111873),,,noun,,,ADJ,e-ri-en-tum4-ya,𒂊 𒊑 𒂗 𒉏 𒉿,False,0,False
183,e ri ni,erini,nE,erû,,-ni;postp.gen,,,seine Bronze,0.5,bronze (Q2778382),0.5,,noun,,,ADJ,e-ri-ni,𒂊 𒊑 𒉌,False,0,False
184,e ri tum4 im ma,eritumimma,mE,erintum,,-ma;postp.loc,,,"aus Backsteinen, aus gebronnten Ziegeln",1,fired brick (Q122111873),1.0,,noun,,,ADJ,e-ri-tum4-im-ma,𒂊 𒊑 𒉏 𒅎 𒈠,False,0,False
185,e ri tum4 na,eritumna,mE,erintum,,-na;postp.gen,,,aus Backsteinen,1,fired brick (Q122111873),1.0,,noun,,,ADJ,e-ri-tum4-na,𒂊 𒊑 𒉏 𒈾,False,0,False
186,hw qa am na ib be,gaamnaibbe,nE,Kamna,,-p;3pl.an,,,nach Art der Leute von Kamna,0.5,,,,GN,Sg.,3rd Anim.,ADJ,hw.qa-am-na-ib-be,𒁁 𒋡 𒄠 𒈾 𒅁 𒁁,False,0,False
187,qa ap pa ak,gaappaak,nE,kapa-,,-k-;ii,,,eingeschlossen,1,,0.5,,verb,,,ADJ,qa-ap-pa-ak,𒋡 𒀊 𒉺 𒀝,False,0,False
188,qa ap pi tan na,gaappitanna,achE,kapa.t,,-t;3sg.inan,-na;postp.gen,,ganz ,1,,,,noun,,,ADJ,qa-ap-pi-tan-na,𒋡 𒀊 𒉿 𒆗 𒈾,False,0,False
189,hh qa at ba du kaš,gaatbadukas~,achE,Katpatuka,,-š;op.loan,,,Kappadokisch,1,,,,GN,,,ADJ,hh.qa-at-ba-du-kaš,𒄬 𒋡 𒀜 𒁀 𒁺 𒁉,False,0,False
190,h qa bar ap ya iš,gabarapyais~,achE,Kaparap,,-ya;adj,-š;op.loan,,Adjektivform (der Zugehörigkeit) zum vorigen Stichwort [Ortsname in der Persis],1,,,,GN,,,ADJ,h.qa-bar-ap-ya-iš,𒀸 𒋡 𒁇 𒀊 𒉿 𒅖,False,0,False
191,qa ba ut tuk qa,gabauttukqa,achE,kapautaka,,,,,blau,1,blue (Q1088),,,GN,,,ADJ,qa-ba-ut-tuk-qa,𒋡 𒁀 𒌓 𒌇 𒋡,False,0,False
192,qa ba u da qa,gabaudaqa,achE,kapautaka,,,,,blau,1,blue (Q1088),,,GN,,,ADJ,qa-ba-u-[da-qa],𒋡 𒁀 𒌋 𒁕 𒋡,False,0,False
193,kak la qa,gaklaqa,nE,kakla-,,-k-;ii,,,bestickt,0.5,,,,verb,,,ADJ,kak-la-qa,𒆕 𒆷 𒋡,False,0,False
194,kak pi in,gakpiin,nE,kakpi,,-n;3sg.inan,,,leicht,0.5,,,,noun,,,ADJ,kak-pi-in,𒆕 𒉿 𒅔,False,0,False
195,GAL,gal,,riša,Sum,,,,groß,1,,,,adjective,,,ADJ,GAL,𒃲,False,0,False
196,qa me za be na,gamezabena,achE,Kāmaiča,,-p;3pl.an,-na;postp.gen,,von den Leuten des Kamaica,1,,,,GN,,,ADJ,qa-me-za-be-na,𒋡 𒈨 𒍝 𒁁 𒈾,False,0,False
197,qa pi da na,gapidana,achE,kapa.t,,-t;3sg.inan,-na;postp.gen,,"ganz, gänzlich",1,,,,noun,,,ADJ,qa-pi-da-na,𒋡 𒉿 𒁕 𒈾,False,0,False
198,qa pa qa pa qa,gapaqapaqa,achE,kapa-,,-k;1sg.an,,,gänzlich,1,,0.5,,verb,,,ADJ,qa-pa-qa-pa-qa,𒋡 𒉺 𒋡 𒉺 𒋡,False,0,False
199,qa pi ud da,gapiudda,achE,kapa.t,,-ta; adv,,,"ganz, gänzlich",1,,,,noun,,,ADJ,qa-pi-ud-da,𒋡 𒉿 𒌓 𒁕,False,0,False
200,kap pa at na,gappaatna,achE,kapa.t,,-t;3sg.inan,-na;postp.gen,,ganz,1,,,,noun,,,ADJ,kap-pa-at-na,𒆏 𒉺 𒀜 𒈾,False,0,False
201,kap pa qa,gappaqa,achE,kapa-,,-k-;ii,,,"er wurde einberufen, abkommandiert",1,,0.5,,verb,Sg.,1st,ADJ,kap-pa-qa,𒆏 𒉺 𒋡,False,0,False
202,kap pa tan na,gappatanna,achE,kapa.t,,-t;3sg.inan,-na;postp.gen,,ganz,1,,,,noun,,,ADJ,kap-pa-tan-na,𒆏 𒉺 𒆗 𒈾,False,0,False
203,kap pa tin,gappatin,achE,kapa.t,,-t;3sg.inan,-n;3sg.inan,,ganz,1,,,,noun,,,ADJ,kap-pa-tin,𒆏 𒉺 𒁷,False,0,False
204,kap pa tin na,gappatinna,achE,kapa.t,,-t;3sg.inan,-na;postp.gen,,ganz,1,,,,noun,,,ADJ,kap-pa-tin-na,𒆏 𒉺 𒁷 𒈾,False,0,False
205,kap pa ud da mi,gappauddami,achE,kapa.t,,-t;3sg.inan,-me;3sg.inan,,ganz,1,,,,noun,,,ADJ,kap-pa-ud-da-mi,𒆏 𒉺 𒌓 𒁕 𒈪,False,0,False
206,kap pa ut na,gappautna,achE,kapa.t,,-t;3sg.inan,-na;postp.gen,,ganz,1,,,,noun,,,ADJ,kap-pa-ut-na,𒆏 𒉺 𒌓 𒈾,False,0,False
207,kap pa ut tan na,gappauttanna,achE,kapa.t,,-t;3sg.inan,-na;postp.gen,,ganz,1,,,,noun,,,ADJ,kap-pa-ut-tan-na,𒆏 𒉺 𒌓 𒆗 𒈾,False,0,False
208,kap pa ut tin na,gappauttinna,achE,kapa.t,,-t;3sg.inan,-na;postp.gen,,ganz,1,,,,noun,,,ADJ,kap-pa-ut-tin-na,𒆏 𒉺 𒌓 𒁷 𒈾,False,0,False
209,kap pi tan na,gappitanna,achE,kapa.t,,-t;3sg.inan,-na;postp.gen,,ganz,1,,,,noun,,,ADJ,kap-pi-tan-na,𒆏 𒉿 𒆗 𒈾,False,0,False
210,kap pi tin na,gappitinna,achE,kapa.t,,-t;3sg.inan,-na;postp.gen,,ganz,1,,,,noun,,,ADJ,kap-pi-tin-na,𒆏 𒉿 𒁷 𒈾,False,0,False
211,kap tin na,gaptinna,achE,kapa.t,,-t;3sg.inan,-na;postp.gen,,ganz,1,,,,noun,,,ADJ,kap-tin-na,𒆏 𒁷 𒈾,False,0,False
212,qa ra,gara,achE,kara,,,,,alt,1,,,,adjective,,,ADJ,qa-ra,𒋡 𒊏,False,0,False
213,qa ri iz za qa,gariizzaqa,achE,kariza-,,-k-;ii,,,räudig,0.5,,,,verb,,,ADJ,qa-ri-iz-za-qa,𒋡 𒊑 𒄑 𒍝 𒋡,False,0,False
214,ha ni ik,haniik,mE; nE,hani-,,-k-;ii,,,geliebt,1,,,,verb,,,ADJ,ha-ni-ik,𒄩 𒉌 𒅅,False,0,False
215,qa ri za qa,garizaqa,achE,kariza-,,-k-;ii,,,räudig,0.5,,,,verb,,,ADJ,qa-ri-za-qa,𒋡 𒊑 𒍝 𒋡,False,0,False
216,kar su qa,garsuqa,achE,karsu-,,-k-;ii,,,"bemalt, gefärbt, bunt",1,,,,verb,,,ADJ,kar-su-qa,𒋼𒀀 𒋢 𒋡,False,0,False
217,kás su na,gassuna,nE,kasu,,-na;postp.gen,,,"aus Horn, hürnen",1,,,,noun,,,ADJ,kás-su-na,𒁉 𒋢 𒈾,False,0,False
218,qa zí e,gazie,achE,kazi,,-e;poss,,,zustehend,0.5,,,,noun,Sg.,1st,ADJ,qa-zí-e,𒋡 𒍢 𒂊,False,0,False
220,2 ki ik ki,giikki,nE,kiki,,,,,gewölöt,1,,,,noun,,,ADJ,2.ki-ik-ki,𒈫 𒆠 𒅅 𒆠,False,0,False
221,ki ir ma qa,giirmaqa,achE,kir,,-ma-;aux,-k-;ii,,ganz,1,,,,noun,,,ADJ,ki-ir-ma-qa,𒆠 𒅕 𒈠 𒋡,False,0,False
222,ki iš qa ad du um man na,giis~qaadduummanna,nE,kat,,-ma;postp.loc,-na;postp.gen,,hölzern,1,,,,noun,,,ADJ,ki-iš.qa-ad-du-um-man-na,𒆠 𒅖 𒋡 𒀜 𒁺 𒌝 𒌋𒌋 𒈾,False,0,False
223,gi iz za ma na,giizzamana,achE,kaza-,,-ma-;aux,-n-;iii,,"auszumeißeln, auszuhämmern",1,,,,verb,,,ADJ,gi-iz-za-ma-na,𒄀 𒄑 𒍝 𒈠 𒈾,False,0,False
224,ki ki in,gikiin,oE,kik,,-n;3sg.inan,,,des Himmels,0.5,,,,noun,,,ADJ,ki-ki-in,𒆠 𒆠 𒅔,False,0,False
225,ki ki ip,gikiip,oE; mE; nE,kik,,-p;3pl.an,,,die (pl.) de Himmels,1,,,,noun,Pl.,3rd Anim.,ADJ,ki-ki-ip,𒆠 𒆠 𒅁,False,0,False
226,k i ki ir r a,gikiirra,mE,kik,,-r;3sg.an,,,der des Himmels,1,,,,noun,Sg.,3rd Anim.,ADJ,k[i]-ki-[ir]-r[a],𒆠 𒆠 𒅕 𒊏,False,0,False
227,gi sa at ir ra,gisaatirra,nE,Kisat,,-r;3sg.an,,,"der (die, sg.) von Geϑat",1,,,,noun,,,ADJ,gi-sa-at-ir-ra,𒄀 𒊓 𒀜 𒅕 𒊏,False,0,False
228,ku du um,guduum,mE,kidu,,-ma;postp.loc,,,äußer,1,,1.0,,noun,,,ADJ,ku-du-um,𒆪 𒁺 𒌝,False,0,False
229,ku du um ma,guduumma,mE,kidu,,-ma;postp.loc,,,äußer,1,,1.0,,noun,,,ADJ,ku-du-um-ma,𒆪 𒁺 𒌝 𒈠,False,0,True
230,ku ip šu na,guips~una,achE,kupšu,,-na;postp.gen,,,Ziegen,1,,1.0,,noun,,,ADJ,ku-ip-šu-na,𒆪 𒅁 𒋗 𒈾,False,0,False
231,ma at,maat,achE,mat,,,,,"trächtig, bei Geflügel brütend",,,,,adjective,,,ADJ,ma-at,𒈠 𒀜,False,0,False
232,ku li,guli,nE,kuli,,,,,dick,0.5,,,,adjective,,,ADJ,ku-li,𒆪 𒇷,False,0,False
233,gú lu,gulu,oE,kulu,,,,,bittflehend,0.5,,,,noun,,,ADJ,gú-lu,𒄘 𒇻,False,0,False
234,ku lu ir,guluir,nE,kulu,,-r;3sg.an,,,oval,0.5,,,,noun,,,ADJ,ku-lu-ir,𒆪 𒇻 𒅕,False,0,False
235,ku ra ak,guraak,oE; mE,kura-,,-k-;ii,,,"versengt, geröstet",0.5,,,,verb,,,ADJ,ku-ra-ak,𒆪 𒊏 𒀝,False,0,False
236,kur da,gurda,achE,krta,,,,,gemacht,1,,,,verb,,,ADJ,kur-da,𒆳 𒁕,False,0,False
237,kur da ši qa ra ap,gurdas~iqaraap,achE,krtaš.kara-,,-p;3pl.an,,,unknown,,,,,noun,Pl.,3rd Anim.,ADJ,kur-da-ši-qa-ra-ap,𒆳 𒁕 𒅆 𒋡 𒊏 𒀊,False,0,False
238,kur qa,gurqa,achE,kurka,,,,,bezeichnet anscheinend eine Eigenschaft von Gerste,0.5,,,,adjective,,,ADJ,kur-qa?,𒆳 𒋡,False,0,False
239,GURUŠ lg,gurus~,achE,bali,Sum,,,,männlich,1,,,,adjective,,,ADJ,GURUŠ.lg,𒄨 𒎌,False,0,False
240,na sir,nasir,nE; achE,nan.sir,,,,,täglich,1,,,,adverb,,,ADJ,na-sir,𒈾 𒋤,False,0,False
241,na sir ir na,nasirirna,achE,nan.sir,,-na;postp.gen,,,täglich,1,,,,adverb,,,ADJ,na-sir-ir-na,𒈾 𒋤 𒅕 𒈾,False,0,False
242,ku ul la ma,guullama,mE,kula,,-ma;postp.loc,,,im Gebet,1,,,,noun,,,ADJ,ku-ul-la-ma,𒆪 𒌌 𒆷 𒈠,False,0,False
243,ku ul la na,guullana,achE,kula,,-na;postp.gen,,,"nähere Bezeichnung von Pferden, vielleicht zu mästende",0.5,,,,verb,,,ADJ,ku-ul-la-na,𒆪 𒌌 𒆷 𒈾,False,0,False
244,ku ur ru,guurru,mE,kuru,,,,,pflegend,0.5,,,,noun,,,ADJ,ku-ur-ru,𒆪 𒌨 𒊒,False,0,True
245,ku ur te na,guurtena,mE,kurte,,-na;postp.gen,,,mit Bitumen,0.5,,,,noun,,,ADJ,ku-ur-te-na,𒆪 𒌨 𒋼 𒈾,False,0,False
246,ku ut tuk ki ip,guuttukkiip,achE,kutu-,,-k-;ii,-p;3pl.an,,"gehegte, gezüchtete",0.5,,,,verb,Pl.,3rd Anim.,ADJ,ku-ut-tuk-ki-ip,𒆪 𒌓 𒌇 𒆠 𒅁,False,0,False
248,ha aš du uk,haas~duuk,oE,haštu-,,-k-;ii,,,verehrt,1,,,,verb,,,ADJ,ha-aš-du-uk,𒄩 𒀸 𒁺 𒊌,False,0,False
249,ha iz za ik qa,haizzaikqa,achE,haza-,,-k-;ii,,,"groß, gewaltig",1,,,,verb,Sg.,1st,ADJ,ha-iz-za-ik-qa,𒄩 𒄑 𒍝 𒅅 𒋡,False,0,False
250,ha la at ya,halaatya,mE,halat,,-ya;adj,,,aus Lehmziegeln,1,,,,noun,,,ADJ,ha-la-at-ya,𒄩 𒆷 𒀜 𒉿,False,0,False
251,ha la ti ni me,halatinime,mE,halat,,-ni;postp.gen,-me;3sg.inan,,"aus Ton, Lehm",1,,,,noun,,,ADJ,ha-la-ti-ni-me,𒄩 𒆷 𒋾 𒉌 𒈨,False,0,False
252,hal ba,halba,nE; achE,halpu-,,,,,"tot, gestorben (eines natürlichen Todes), verendet (bei Tieren)",1,,1.0,,verb,,,ADJ,hal-ba,𒄬 𒁀,False,0,False
253,hal ba ip,halbaip,achE,halpu-,,-p;3pl.an,,,geschlachtete [Tiere],1,,1.0,,verb,Pl.,3rd Anim.,ADJ,hal-ba-ip?,𒄬 𒁀 𒅁,False,0,False
254,hal sa ba,halsaba,achE,halsa-,,-p;3pl.an,,,[auf die Weide] getriebene [Tiere],1,,0.5,,verb,Pl.,3rd Anim.,ADJ,hal-sa-ba,𒄬 𒊓 𒁀,False,0,False
255,hal sa ak,halsaak,mE,halsa-,,-k-;ii,,,landvertrieben,1,,,,verb,,,ADJ,hal-sa-ak,𒄬 𒊓 𒀝,False,0,False
256,hal sa ib ba,halsaibba,achE,halsa-,,-p;3pl.an,,,[auf die Weide] getriebene [Tiere],1,,,,verb,Pl.,3rd Anim.,ADJ,hal-sa-ib-ba,𒄬 𒊓 𒅁 𒁀,False,0,False
257,hal sa ip,halsaip,achE,halsa-,,-p;3pl.an,,,[auf die Weide] getriebene [Tiere],1,,,,verb,Pl.,3rd Anim.,ADJ,hal-sa-ip,𒄬 𒊓 𒅁,False,0,False
258,hal qa taš,halqatas~,nE,hal.qata-š,,-š;3sg.vb,,,"land-thronend, land-belebend","1, 0.5",,,,noun,,,ADJ,hal.qa-taš,𒄬 𒋡 𒌨,False,0,False
259,ha mi it,hamiit,mE,hamit,,-t;3sg.inan,,,treu,0.5,,,,noun,,,ADJ,ha-mi-it,𒄩 𒈪 𒀉,False,0,False
260,ha mi ti,hamiti,oE; nE,hamit,,-t;3sg.inan,,,treu,0.5,,,,noun,,,ADJ,ha-mi-ti,𒄩 𒈪 𒋾,False,0,False
263,ha pu qa,hapuqa,achE,apuka,,,,,"vordem, früher",1,,,,adverb,,,ADJ,ha-pu-qa,𒄩 𒁍 𒋡,False,0,False
264,ha ri i k kán,hariikkan,achE,arika-,,-n-;iii,,,"treulos, böse",1,,0.5,,verb,,,ADJ,[ha-ri-i]k-kán,𒄩 𒊑 𒅅 𒃷,False,0,False
265,ha ri ik ki,hariikki,achE,hariki,,,,,"wenig, gering",1,,,,adjective,,,ADJ,ha-ri-ik-ki,𒄩 𒊑 𒅅 𒆠,False,0,False
266,ha ri ik ki ip,hariikkiip,achE,hariki,,-p;3pl.an,,,wenige,1,,,,adjective,Pl.,3rd Anim.,ADJ,ha-ri-ik-ki-ip,𒄩 𒊑 𒅅 𒆠 𒅁,False,0,False
267,2 ha ri ik qa,hariikqa,achE,arika,,,,,"treulos, böse",1,,,,adjective,Sg.,1st,ADJ,2.ha-ri-ik-qa,𒈫 𒄩 𒊑 𒅅 𒋡,False,0,False
268,ha ri ki ip,harikiip,achE,hariki,,-p;3pl.an,,,wenige,1,,,,adjective,Pl.,3rd Anim.,ADJ,ha-ri-ki-ip,𒄩 𒊑 𒆠 𒅁,False,0,False
269,v har lg in na,harinna,achE,har,,-na;postp.gen,,," steinern, aus Stein",1,,,,noun,,,ADJ,v.har.lg.in-na,𒁹 𒄯 𒎌 𒅔 𒈾,False,0,False
270,har ki an na,harkianna,nE,harki,,-na;postp.gen,,,"eisern, aus Eisen",0.5,,,,noun,,,ADJ,har-ki-an-na,𒄯 𒆠 𒀭 𒈾,False,0,False
271,har qa ma an na,harqamaanna,,argamannu,,-na;postp.gen,,,rotpurpurn,1,,,,noun,,,ADJ,har-qa-ma-an-na,𒄯 𒋡 𒈠 𒀭 𒈾,False,0,False
272,har qa man na,harqamanna,,argamannu,,-na;postp.gen,,,rotpurpurn,1,,,,noun,,,ADJ,har-qa-man-na,𒄯 𒋡 𒌋𒌋 𒈾,False,0,False
273,har ri ya ma,harriyama,achE,hariya,,-ma;postp.loc,,,in arisch = auf iranisch,1,,,,noun,Sg.,1st,ADJ,har-ri-ya-ma,𒄯 𒊑 𒉿 𒈠,False,0,False
275,ha sa na,hasana,achE,hasa,,-na;postp.gen,,,ausgewachsen,1,,,,noun,,,ADJ,ha-sa-na,𒄩 𒊓 𒈾,False,0,False
276,ha za qa,hazaqa,achE,haza-,,-k-;ii,,,groß,1,,,,verb,Sg.,1st,ADJ,ha-za-qa,𒄩 𒍝 𒋡,False,0,False
277,hh hi du iš,hiduis~,achE,Hinduš,,,,,Inder,1,,,,PN,,,ADJ,hh.hi-du-iš,𒄬 𒄭 𒁺 𒅖,False,0,False
278,hi nu šu,hinus~u,achE,hinu,,-šu;unknown,,,"selbig, eben das",1,,,,noun,Sg.,1st,ADJ,hi-nu-šu,𒄭 𒉡 𒋗,False,0,False
279,hi pa qa,hipaqa,nE,hipa-,,-k-;ii,,,unterworfen,0.5,,,,verb,,,ADJ,hi-pa-qa,𒄭 𒉺 𒋡,False,0,False
281,hum za su,humzasu,oE,humzasu,,,,,bezeichnet eine Gewandart näher,1,,,,noun,,,ADJ,hum-za-su,𒈝 𒍝 𒋢,False,0,False
282,hu ni ik,huniik,mE,huni-,,-k-;ii,,,beleuchtet,0.5,,,,verb,,,ADJ,hu?-ni-ik,𒄷 𒉌 𒅅,False,0,False
283,hu la ap na,hulaapna,nE,hulap,,-na;postp.gen,,,grün,0.5,green (Q3133),,,noun,,,ADJ,hu-la-ap-na,𒄷 𒆷 𒀊 𒈾,False,0,False
284,hu pa,hupa,achE,hupa-,,,,,"vorangehend, vorgehend",1,,1.0,,verb,,,ADJ,hu-pa,𒄷 𒉺,False,0,False
285,hu ra ap na,huraapna,nE,hulap,,-na;postp.gen,,,grün,0.5,green (Q3133),,,noun,,,ADJ,hu-ra-ap-na,𒄷 𒊏 𒀊 𒈾,False,0,False
286,hu si ip me,husiipme,mE,husi,,-p;3pl.an,-me;3sg.inan,,aus gebrannten Ziegeln,1,,1.0,,noun,,,ADJ,hu-si-ip-me,𒄷 𒋛 𒅁 𒈨,False,0,True
287,hu ši ib ba,hus~iibba,achE,huši-,,-p;3pl.an,,,eingehürdete [Tiere],1,,,,noun,Pl.,3rd Anim.,ADJ,hu-ši-ib-ba,𒄷 𒅆 𒅁 𒁀,False,0,False
288,hu šu uk,hus~uuk,nE,hušu-,,-k-;ii,,,"bestraft, ein Bestrafter",1,,0.5,,verb,,,ADJ,hu-šu-uk,𒄷 𒋗 𒊌,False,0,False
289,hu šu ut ta,hus~uutta,mE,hušu,,-t;3sg.inan,,,vergeltend,1,,,,noun,,,ADJ,hu-šu-ut-ta,𒄷 𒋗 𒌓 𒋫,False,0,True
291,hu šu ya,hus~uya,mE,hušu,,-ya;adj,,,"vergeltend, einerseits belohnend, andrerseits strafend",1,,,,noun,,,ADJ,hu-šu-ya,𒄷 𒋗 𒉿,False,0,False
292,hu te na,hutena,nE,hute-,,-n-;iii,,,gebahnt habend,0.5,,,,verb,Sg.,3rd Anim.,ADJ,hu-te-na,𒄷 𒋼 𒈾,False,0,False
293,hu ud da ma na,huuddamana,achE,huta-,,-ma-;aux,-n-;iii,,"zu machen, anzufertigen",1,,,,verb,,,ADJ,hu-ud-da-ma-na,𒄷 𒌓 𒁕 𒈠 𒈾,False,0,False
294,hu ud da na,huuddana,achE,huta-,,-n-;iii,,,"um zu machen, zu verwenden",1,,,,verb,,,ADJ,hu-ud-da-na,𒄷 𒌓 𒁕 𒈾,False,0,False
295,d ITU lg na,ituna,achE,,Sum,-na;postp.gen,,,monatlich,1,,,,noun,Sg.,1st,ADJ,d.ITU.lg.na,𒀭 𒌗 𒎌 𒈾,False,0,False
296,d ITU lg tan na,itutanna,achE,,Sum,,,,monatlich,1,,,,noun,,,ADJ,d.ITU.lg.tan-na,𒀭 𒌗 𒎌 𒆗 𒈾,False,0,False
297,d ITU lg tan na,itutanna,achE,tan,,-na;postp.gen,,,monatlich,1,,,,noun,,,ADJ,d.ITU.lg.tan-na,𒀭 𒌗 𒎌 𒆗 𒈾,False,0,False
298,d ITU lg tin na,itutinna,achE,,Sum,,,,monatlich,1,,,,noun,,,ADJ,d.ITU.lg.tin-na,𒀭 𒌗 𒎌 𒁷 𒈾,False,0,False
299,d ITU lg tin na,itutinna,achE,tan,,-na;postp.gen,,,monatlich,1,,,,noun,,,ADJ,d..ITU.lg.tin-na,𒀭 𒌗 𒎌 𒁷 𒈾,False,0,False
300,i ya an me,iyaanme,nE,iyan,,-me;3sg.inan,,,für den Königshof ,1,,1.0,,noun,,,ADJ,i-ya-an-me,𒄿 𒉿 𒀭 𒈨,False,0,False
301,in ak qa,inakqa,achE,inaka,,,,,"wirklich, in der Tat",1,,0.5,,adverb,,,ADJ,in-ak-qa,𒅔 𒀝 𒋡,False,0,False
302,in ak qa,inakqa,achE,i,,-n;3sg.inan,,,"wirklich, in der Tat",1,,1.0,,noun,,,ADJ,in-ak-qa,𒅔 𒀝 𒋡,False,0,False
303,v i man nu u,imannuu,nE,Imanu,,,,,,,,,,PN,,,ADJ,v.i-man-nu-u,𒁹 𒄿 𒌋𒌋 𒉡 𒌋,False,0,False
304,in na ak qa na,innaakqana,achE,inaka,,-na;postp.gen,,,"wirklich, tatsächlich, in der Tat",1,,0.5,,adverb,,,ADJ,in-na-ak-qa-na,𒅔 𒈾 𒀝 𒋡 𒈾,False,0,False
305,in na ak qa na,innaakqana,achE,i,,-n;3sg.inan,,,"wirklich, tatsächlich, in der Tat",1,,1.0,,noun,,,ADJ,in-na-ak-qa-na,𒅔 𒈾 𒀝 𒋡 𒈾,False,0,False
306,in na kán na,innakanna,achE,inaka,,-na;postp.gen,,,"wahrhaftig, tatsächlich, wirklich, freier der Sachverhalt ist der",1,,0.5,,adverb,,,ADJ,in-na-kán-na,𒅔 𒈾 𒃷 𒈾,False,0,False
307,in na kán na,innakanna,achE,i,,-n;3sg.inan,,,"wahrhaftig, tatsächlich, wirklich, freier der Sachverhalt ist der",1,,1.0,,noun,,,ADJ,in-na-kán-na,𒅔 𒈾 𒃷 𒈾,False,0,False
308,d in su uš na ak me,insuus~naakme,mE,Inšušinak,,-me;3sg.inan,,,des (Gottes) Inšušinak,1,,1.0,,DN,,,ADJ,d.in-su-uš-na-ak-me,𒀭 𒅔 𒋢 𒍑 𒈾 𒀝 𒈨,False,0,False
309,d in su uš na ak ni,insuus~naakni,mE,Inšušinak,,-ni;postp.gen,,,des (Gottes) Inšušinak,1,,1.0,,DN,,,ADJ,d.in-su-uš-na-ak-ni,𒀭 𒅔 𒋢 𒍑 𒈾 𒀝 𒉌,False,0,False
310,d in su uš na ak ti,insuus~naakti,mE,Inšušinak,,-t;3sg.inan,,,des (Gottes) Inšušinak,1,,1.0,,DN,,,ADJ,d.in-su-uš-na-ak-ti,𒀭 𒅔 𒋢 𒍑 𒈾 𒀝 𒋾,False,0,False
