,txtid,lnr,cth_number,word,translit,gloss,trans_de
17072,Bo 6401,Rs. 9′,628,EGIR-ŠUma,⸢EGIR-~ŠU~-ma,ADV,danach
17073,Bo 6401,Rs. 10′,628,EGIR-ŠUma,⸢EGIR-~ŠU~⸣-m[a,ADV,danach
17074,Bo 6401,lk. Rd. 3,628,½,½,QUANcar,ein halb
17075,Bo 6401,lk. Rd. 3,628,UP-NI,~UP-⸢NI⸣~,GEN.SG(UNM),Hand
17076,Bo 6401,lk. Rd. 3,628,paršia,[p]ár-ši-ia,3SG.PRS.MP,zerbrechen
17077,Bo 6401,lk. Rd. 4,628,para,pa-ra-⸢a⸣,ADV,außerdem
17078,Bo 6401,lk. Rd. 4,628,petanzi,pé-e-da-[an-zi,3PL.PRS,hinschaffen
17079,Bo 6401,lk. Rd. 5,628,ŠU,ŠU,NOM.SG(UNM),Hand
17080,Bo 6118,Vs. I 2,628,naui,na-ú-i,ADV,noch nicht
17081,Bo 6118,Vs. I 6,628,šipantanzi,ši-pa-an-da-an-z[i,3PL.PRS,libieren
17082,Bo 6118,Vs. I 9,628,3,3,QUANcar,drei
17083,Bo 6118,Vs. I 9,628,1,1,QUANcar,ein
17084,Bo 6118,Vs. I 11,628,šunnanzi,šu-un-na-an-zi,3PL.PRS,füllen
17085,Bo 6118,Rs. IV? 4′,628,nu,nu,CONNn,'nu
17086,Bo 6118,Rs. IV? 6′,628,apetanipat,⸢a⸣-pé-e-da-ni-pát,DEM2/3.D/L.SG,er
17087,Bo 6118,Rs. IV? 9′,628,ḫarzi,ḫar-zi,3SG.PRS,haben
17088,Bo 6118,Rs. IV? 9′,628,1išma,1-iš-ma,QUANmul += ma,einmal
17089,Bo 6118,Rs. IV? 10′,628,ḫarzi,ḫar-zi,3SG.PRS,haben
17090,Bo 6118,Rs. IV? 16′,628,papparaškanzi,pa-⸢ap⸣-pár-aš-kán-zi,3PL.PRS.IMPF,(be)spritzen)
17091,Bo 10303,lk. Kol. 1′,628,DINGIR-LIM,DINGIR-~LIM~⸣,{ a → NOM.SG(UNM)}    { b → ACC.SG(UNM)}    { c → NOM.PL(UNM)}    { d → ACC.PL(UNM)}    { e → GEN.SG(UNM)}    { f → GEN.PL(UNM)}    { g → D/L.SG(UNM)}    { h → D/L.PL(UNM)}    { i → ALL(UNM)}    { j → ABL(UNM)}    { k → INS(UNM)}    { l → VOC.SG(UNM)}    { m → VOC.PL(UNM)},Gott
17092,Bo 10303,lk. Kol. 5′,628,ekuzi,e-ku-z]i,3SG.PRS,trinken
17093,Bo 10303,lk. Kol. 5′,628,3,3,QUANcar,drei
17094,Bo 10303,lk. Kol. 5′,628,NINDA.GUR₄.RA,NINDA.GUR₄.RA,ACC.PL(UNM),Brotlaib
17095,Bo 10303,lk. Kol. 5′,628,paršia,pár-ši-ia,3SG.PRS.MP,zerbrechen
17096,Bo 7831,Vs. I 1,628,UD,⸢UD,D/L.SG(UNM),Tag
17097,Bo 7831,Vs. I 1,628,n+5,n+5{KAM},QUANcar,n+5
17098,Bo 7831,Vs. I 1,628,lukkatta,lu-uk-kat-ta⸣,3SG.PRS.MP,hell werden
17099,Bo 7831,Vs. I 2,628,kuieš,⸢ku-i⸣-e-eš,REL.NOM.PL.C,welcher
17100,Bo 7831,Vs. I 2,628,DINGIR,DINGIR{MEŠ},NOM.PL(UNM),Gottheit
17101,Bo 7831,Vs. I. 3,628,IŠKUR,]⸢{D}IŠKUR,DN.GEN.SG(UNM),Wettergott
17102,Bo 7831,Vs. I. 3,628,manuzi,ma-nu-zi,GN.GEN.SG(UNM),Ma/inuziya
17103,Bo 7831,Vs. I. 3,628,anta,an-da⸣,POSP,in
17104,Bo 7831,Vs. I 4,628,ešer,e-šer,3PL.PST,sitzen
17105,Bo 7831,Vs. I 4,628,naš,na-aš,CONNn=PPRO.3PL.C.ACC,'n=aš
17106,Bo 7831,Vs. I 4,628,šara,ša-ra-a⸣,PREV,hinauf-
17107,Bo 7831,Vs. I 5,628,tanzi,⸢da-an-zi,3PL.PRS,nehmen
17108,Bo 7831,Vs. I 5,628,naš,na⸣-aš,CONNn=PPRO.3PL.C.ACC,'n=aš
17109,Bo 7831,Vs. I 5,628,EGIRpa,EGIR-pa,ADV,wieder
17110,Bo 7831,Vs. I 5,628,petašša,pé-e-da-aš-ša⸣,D/L.PL,Platz
17111,Bo 7831,Vs. I 6,628,petanzi,⸢pé-e-da-an⸣-zi,3PL.PRS,hinschaffen
17112,Bo 7831,Vs. I 7,628,namma,⸢nam⸣-ma,CNJ,dann
17113,Bo 7831,Vs. I 7,628,kizuatnaš,⸢{URU}ki-iz-zu-wa-at-na-aš,GN.GEN.SG,Kizuwatna
17114,Bo 7831,Vs. I 7,628,ḫumanza,hu-u⸣-[ma]-⸢an-za⸣,QUANall.NOM.SG.C,jeder; ganz
17115,Bo 7831,Vs. I 8,628,É.GALkan,⸢É.GAL{ḪI.A}⸣-kán,{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)},Palast
17116,Bo 7831,Vs. I 8,628,kue,⸢ku-e,REL.NOM.PL.N,welcher
17117,Bo 7831,Vs. I 8,628,anta,an-da⸣,ADV,darin
17118,Bo 7831,Vs. I 9,628,ḫilamnaza,{É}ḫi-lam-na-⸢a⸣-za,ABL,Torbau
17119,Bo 7831,Vs. I 9,628,kuišša,⸢ku-iš-ša,INDFevr.NOM.SG.C,jeder
17120,Bo 7831,Vs. I 9,628,2,2,QUANcar,zwei
17121,Bo 7831,Vs. I 9,628,NINDA.GUR₄.RA,NINDA.GUR₄.RA⸣,ACC.PL(UNM),Brotlaib
17122,Bo 7831,Vs. I 10,628,ŠA 1,~⸢ŠA~ 1,…:GEN.SG,ein
17123,Bo 7831,Vs. I 10,628,PA,~PA~,GEN.SG(UNM),(Hohlmaß)
17124,Bo 7831,Vs. I 10,628,ZÌ.DA,ZÌ.DA,GEN.SG(UNM),Mehl
17125,Bo 7831,Vs. I 10,628,utai,ú-da-a-i,3SG.PRS,(her)bringen
17126,Bo 7831,Vs. I 10,628,EGIRpama,EGIR-pa-ma,ADV,wieder
17127,Bo 7831,Vs. I 10,628,kuieš,ku-i-e-eš⸣,REL.ACC.PL.C,welcher
17128,Bo 7831,Vs. I 11,628,1,1,QUANcar,ein
17129,Bo 7831,Vs. I 11,628,NINDA.GUR₄.RA,NINDA.GUR₄.RA⸣,ACC.SG(UNM),Brotlaib
17130,Bo 7831,Vs. I 12,628,utai,⸢ú-da-a-i,3SG.PRS,(her)bringen
17131,Bo 7831,Vs. I 12,628,nammama,nam-ma-ma,CNJ += ma,dann
17132,Bo 7831,Vs. I 13,628,nu,⸢nu,CONNn,'nu
17133,Bo 7831,Vs. I 13,628,kuišša,ku-iš-ša⸣,INDFevr.NOM.SG.C,jeder
17134,Bo 7831,Vs. I 13,628,1,1,QUANcar,ein
17135,Bo 7831,Vs. I 13,628,NINDA.GUR₄.RA,NINDA.GUR₄.RA,ACC.SG(UNM),Brotlaib
17136,Bo 7831,Vs. I 14,628,maḫḫan,ma-aḫ-ḫa-an,ADV,wie
17137,Bo 7831,Vs. I 15,628,ḫanti,ḫ]a-an-ti-i,ADV,getrennt
17138,Bo 7831,Vs. II 7,628,nu,nu,CONNn,'nu
17139,Bo 7831,Vs. II 9,628,nu,nu,CONNn,'nu
17140,Bo 7831,Rs. VI 1′,628,MUNUS.LUGAL,[MUNUS.LUGAL,NOM.SG(UNM),Königin
17141,Bo 7831,Rs. VI 1′,628,putuḫepaškan,{f}pu-du-ḫé-pa-aš-kán,PNf.NOM.SG.C,Puduḫepaškan
17142,Bo 7831,Rs. VI 1′,628,kuapi,ku-w]a-pí,CNJ,sobald als
17143,Bo 7831,Rs. VI 2′,628,UR.MAḪ-LÚin,[{m}UR.MAḪ-LÚ-in,PNm.ACC.SG.C,UR.MAḪ-ziti
17144,Bo 7831,Rs. VI 2′,628,GAL,GAL,ACC.SG(UNM),Großer
17145,Bo 7831,Rs. VI 2′,628,DUB.SAR,DU]B.SAR{MEŠ},GEN.PL(UNM),Tontafelschreiber
17146,Bo 7831,Rs. VI 3′,628,ḫattuši,[{URU}ḫa-at-tu-ši],GN.D/L.SG,Ḫattuša
17147,Bo 7831,Rs. VI 3′,628,A-NA TUP-PA,~A-NA~ ~TUP-PA~{ḪI.A},…:D/L.PL,Tontafel
17148,Bo 7831,Rs. VI 3′,628,kizuatna,{URU}ki-iz-zu-at-n[a],GN.GEN.SG(UNM),Kizuwatna
17149,Bo 7831,Rs. VI 4′,628,šanḫuanzi,ša-an-ḫu⸣-an-zi,INF,suchen
17150,Bo 7831,Rs. VI 4′,628,weriat,ú-e-ri-at,3SG.PST,rufen
17151,Bo 7831,Rs. VI 5′,628,našta,na-aš-ta,CONNn=OBPst,'n=ašta
17152,Bo 7831,Rs. VI 5′,628,ke,ke-e,DEM1.ACC.PL.N,dieser
17153,Bo 7831,Rs. VI 5′,628,TUP-PA,~⸢TUP-PA~{ḪI.A⸣},ACC.PL(UNM),Tontafel
17154,Bo 7831,Rs. VI 6′,628,ŠA EZEN₄,~ŠA~ EZEN₄,…:GEN.SG,kultisches Fest
17155,Bo 7831,Rs. VI 6′,628,ḫišuaš,⸢ḫi-šu-wa-aš,HITT.GEN.SG,(Fest in Kizzuwatna)
17156,Bo 7831,Rs. VI 6′,628,apia,a-pí-ia,DEMadv,dort; damals
17157,Bo 7831,Rs. VI 6′,628,UDat,UD-at⸣,FNL(at).D/L.SG,Tag
17158,Bo 7831,Rs. VI 7′,628,arḫa,⸢ar-ḫa,PREV,weg-
17159,Bo 7831,Rs. VI 7′,628,aniat,a-ni-ia-at⸣,3SG.PST,wirken
17160,Bo 4126,Vs. 1′,628,UP-NI,~⸢UP-NI~⸣,GEN.SG(UNM),Hand
17161,Bo 4126,Vs. 3′,628,PA-NI IŠKUR,~PA-NI~ {D}IŠKUR,…:D/L.SG_vor:POSP,Wettergott
17162,Bo 4126,Vs. 3′,628,tai,da-a-i,3SG.PRS,setzen
17163,Bo 4126,Vs. 7′,628,BALAG.DI,B]ALAG.DI,NOM.SG(UNM),BALAG.DI-Instrument
17164,Bo 4126,Vs. 8′,628,ekuzi,⸢e⸣-ku-z[i],3SG.PRS,trinken
17165,Bo 4126,Vs. 8′,628,NAR,{LÚ.M[EŠ}NA]R,NOM.SG(UNM),Sänger
17166,Bo 4126,Vs. 8′,628,SÌR-RU,SÌR-~RU~,3PL.PRS,singen
17167,Bo 4126,Vs. 9′,628,EGIR-ŠUma,EGIR-~ŠU~-⸢ma⸣,ADV,danach
17168,Bo 4126,Vs. 10′,628,10pi,{D}10-pí,DN.FNL(p).HURR.GEN,Wettergott
17169,Bo 4126,Vs. 11′,628,NINDA.GUR₄.RA,NINDA.GUR₄.R]A,ACC.SG(UNM),Brotlaib
17170,Bo 4126,Vs. 11′,628,EM-ṢÚ,~EM-⸢ṢÚ⸣~,ACC.SG(UNM),sauer
17171,Bo 4126,Vs. 11′,628,½,½,QUANcar,ein halb
17172,Bo 4126,Vs. 11′,628,UP-NI,~UP-NI~,GEN.SG(UNM),Hand
17173,Bo 4126,Vs. 13′,628,UP-NI,~U]P-NI~,GEN.SG(UNM),Hand
17174,Bo 4126,Vs. 13′,628,paršia,pár-ši-ia,3SG.PRS.MP,zerbrechen
17175,Bo 4126,Vs. 14′,628,EGIR-ŠUma,EGIR-~ŠU~-ma,ADV,danach
17176,Bo 4126,Vs. 15′,628,IŠKUR,⸢{D}⸣IŠKUR,DN.HURR.ABS,Wettergott
17177,Bo 4126,Vs. 15′,628,ekuzi,e-ku-zi,3SG.PRS,trinken
17178,Bo 4126,Rs. 1′,628,KI.MIN,KI.MIN⸣,ADV,dito
17179,Bo 4126,Rs. 2′,628,KI.MIN,KI.MIN,ADV,dito
17180,Bo 4126,Rs. 3′,628,zatarzi,za-a-tar-zi,GN.HURR.ABS.SG,Zatarziya
17181,Bo 4126,Rs. 3′,628,KI.MIN,KI.MIN,ADV,dito
17182,Bo 4126,Rs. 4′,628,aššiatta,a-aš-ši-ia-at-ta,DN.HURR.ABS,Aššiyatta
17183,Bo 4126,Rs. 5′,628,KI.MIN,KI.MIN,ADV,dito
17184,Bo 4126,Rs. 6′,628,KI.MIN,KI.MIN,ADV,dito
17185,Bo 4126,Rs. 7′,628,PA-NI DINGIR-LIM,~PA-NI~ DINGIR-~LIM~,…:D/L.SG_vor:POSP,Gott
17186,Bo 4126,Rs. 7′,628,tapišanit,ta-pí-ša-ni-it,INS,(Gefäß)
17187,Bo 4126,Rs. 7′,628,KÙ.BABBAR,KÙ.BABBAR,GEN.SG(UNM),Silber
17188,Bo 4126,Rs. 8′,628,lelḫuai,l]e-el-ḫu-wa-a-i,3SG.PRS,ausgießen
17189,Bo 4126,Rs. 9′,628,zikkanzi,zi-ik-kán-zi,3PL.PRS.IMPF,setzen
17190,Bo 4126,Rs. 10′,628,zinnai,zi-in-na-a-i,3SG.PRS,beendigen
17191,Bo 4126,Rs. 12′,628,šipanti,ši-pa-an-ti,3SG.PRS,libieren
17192,Bo 4126,Rs. 13′,628,PA-NI IŠKUR,~⸢PA-NI~ {D}IŠKUR⸣,…:D/L.SG_vor:POSP,Wettergott
17193,Bo 5248,3′,628,pe,pé-e,PREV,hin-
17194,Bo 5248,3′,628,ḫarzi,ḫar-zi,3SG.PRS,haben
17195,Bo 5248,3′,628,EGIR-ŠUma,EGIR-~ŠU~-ma,ADV,danach
17196,Bo 5248,3′,628,MUNUS,MUNUS{MEŠ},NOM.PL(UNM),Frau
17197,Bo 5248,3′,628,É,É,GEN.SG(UNM),Haus
17198,Bo 5248,3′,628,DINGIR-LIM,DIN[GIR-~LIM~,GEN.SG(UNM),Gott
17199,Bo 5248,4′,628,alattariš,a-l]a-at-ta-ri-iš,NOM.PL.C,(Art Gebäck)
17200,Bo 5248,4′,628,BA.BA.ZA,BA.BA.ZA,GEN.SG(UNM),Gerstenbrei
17201,Bo 5248,4′,628,UP-NI,~UP-NI~,GEN.SG(UNM),Hand
17202,Bo 5248,4′,628,1,1,QUANcar,ein
17203,Bo 5248,4′,628,DÍLIM.GAL,{DUG}DÍLIM.GAL,ACC.SG(UNM),Schale
17204,Bo 5248,4′,628,TU₇,T[U₇,GEN.SG(UNM),Suppe
17205,Bo 5248,5′,628,EREN,{GI]Š}EREN,ACC.SG(UNM),Zeder
17206,Bo 5248,5′,628,DINGIR-LIMiakan,DINGIR-~LIM~-ia-kán,D/L.SG(UNM),Gott
17207,Bo 5248,5′,628,katta,kat-ta,POSP,unter
17208,Bo 5248,5′,628,petanzi,pé-e-⸢da-an⸣-z[i,3PL.PRS,hinschaffen
17209,Bo 5248,6′,628,elliprakan,{URU}el-l]i-ip-ra-kán,GN.GEN.SG(UNM),Ellipra
17210,Bo 5248,6′,628,kuapi,ku-wa-p[í,CNJ,sobald als
17211,Bo 5248,7′,628,nu,nu,CONNn,'nu
17212,Bo 5248,7′,628,MUNUS,MUNUS{MEŠ},NOM.PL(UNM),Frau
17213,Bo 5248,7′,628,É,É,GEN.SG(UNM),Haus
17214,Bo 5248,7′,628,DINGIR-LIM,DINGIR-~LIM~,GEN.SG(UNM),Gott
17215,Bo 5248,7′,628,kuieš,ku-i-e-eš,REL.NOM.PL.C,welcher
17216,Bo 5248,7′,628,DUG,DUG{ḪI.⸢A⸣}[,ACC.PL(UNM),Gefäß
17217,Bo 5248,8′,628,A-NA alalu,~A-NA~ {GADA}a-la-a-lu,…:D/L.SG,Reiseumhang(?)
17218,Bo 5248,8′,628,katta,kat-ta,POSP,unter
17219,Bo 5248,8′,628,tianzi,ti-a[n-zi,3PL.PRS,setzen
17220,Bo 5248,9′,628,nuššan,nu-uš-ša-an,CONNn=OBPs,'nu=ššan
17221,Bo 5248,9′,628,apun,a-pu-u-un,DEM2/3.ACC.SG.C,er
17222,Bo 5248,9′,628,ḫarzi,ḫar-z[i,3SG.PRS,haben
17223,Bo 5824,1′,628,laḫuanzi,la-ḫ]u-⸢wa⸣-an-z[i,3PL.PRS,gießen
17224,Bo 5824,2′,628,A-NA GAL,~⸢A⸣-NA~ GAL{ḪI.A},…:D/L.PL,Becher
17225,Bo 5824,2′,628,arḫa,ar-ḫ[a,PREV,weg-
17226,Bo 5824,2′,628,šarriškanzi,šar-re-eš-kán-zi,3PL.PRS.IMPF,teilen
17227,Bo 5824,3′,628,nukan,[nu-kán,CONNn=OBPk,'nu=kan
17228,Bo 5824,3′,628,ḫantezi,ḫa-an]-⸢te⸣-ez-zi,D/L.SG,vorderster
17229,Bo 5824,3′,628,palši,⸢pal-ši⸣,D/L.SG,Weg
17230,Bo 5824,3′,628,7,[7,QUANcar,sieben
17231,Bo 5824,3′,628,NINDA.GUR₄.RA,NINDA.GUR₄.RA,ACC.SG(UNM),Brotlaib
17232,Bo 5824,3′,628,1,1,QUANcar,ein
17233,Bo 5824,3′,628,ḫaniššan,{DUG}ḫa-ni-iš-ša-an,ACC.SG.C,Schöpfgefäß
17234,Bo 5824,3′,628,GEŠTIN,GEŠTIN,GEN.SG(UNM),Wein
17235,Bo 5824,4′,628,anta,[an-da],PREV,hinein-
17236,Bo 5824,4′,628,utanzi,⸢ú⸣-da-an-zi,3PL.PRS,(her)bringen
17237,Bo 5824,4′,628,nu,nu,CONNn,'nu
17238,Bo 5824,4′,628,LÚ˽BALAG.DI,⸢LÚ⸣˽B[ALAG.DI,NOM.SG(UNM),BALAG.DI-Spieler
17239,Bo 5824,4′,628,šauatar,ša-a-ú-wa-tar,LUW.ACC.SG,Horn
17240,Bo 5824,5′,628,2-ŠU,[2-~Š]U~,QUANmul,zweimal
17241,Bo 5824,5′,628,parai,pa-ra-⸢a⸣-i,3SG.PRS,blasen
17242,Bo 5824,5′,628,namma,nam-ma,CNJ,dann
17243,Bo 5824,5′,628,LÚ˽BALAG.DI,LÚ{[MEŠ}˽BALAG.DI,NOM.PL(UNM),BALAG.DI-Spieler
17244,Bo 5824,5′,628,ḫupiškanzi,ḫu-u-pí-iš-kán-zi,3PL.PRS.IMPF,ḫuḫupal-Instrument spielen
17245,Bo 5824,6′,628,BALAG.DIma,{GIŠ}⸢BALAG.DI⸣-ma,ACC.SG(UNM),BALAG.DI-Instrument
17246,Bo 5824,6′,628,Ú-UL,~[Ú-UL~,NEG,nicht
17247,Bo 5824,6′,628,walḫannianzi,wa-al-ḫa-an-ni-ia-an-zi,3PL.PRS.IMPF,schlagen
17248,Bo 5824,7′,628,nukan,[nu-k]án,CONNn=OBPk,'nu=kan
17249,Bo 5824,7′,628,SAGI.A,{LÚ}⸢SAGI.A,NOM.SG(UNM),Mundschenk
17250,Bo 5824,7′,628,ḫaniššaza,{DUG}ḫa⸣-[ni-iš-ša-za,ABL,Schöpfgefäß
17251,Bo 5824,7′,628,GEŠTIN,GEŠTIN,ACC.SG(UNM),Wein
17252,Bo 5824,7′,628,laḫuai,la-ḫu-wa-a-i,3SG.PRS,gießen
17253,Bo 5824,8′,628,nu,[n]u,CONNn,'nu
17254,Bo 5824,8′,628,LUGALi,⸢LUGAL⸣-i,D/L.SG,König
17255,Bo 5824,8′,628,pai,pa-a-i,3SG.PRS,geben
17256,Bo 5824,8′,628,natkan,na-at-[kán,CONNn=PPRO.3SG.N.ACC=OBPk,'n=at=kan
17257,Bo 5824,8′,628,LUGALuš,LUGAL-uš,FNL(u).NOM.SG.C,König
17258,Bo 5824,8′,628,A-NA GÌR.GÁN,~A-NA~ GÌR.GÁN,…:D/L.SG,(Gefäß)
17259,Bo 5824,8′,628,KÙ.BABBAR,KÙ.BABBAR,GEN.SG(UNM),Silber
17260,Bo 5824,9′,628,anta,[a]n-⸢da,POSP,in
17261,Bo 5824,9′,628,laḫui,la⸣-a-ḫu-i,3SG.PRS,gießen
17262,Bo 5824,9′,628,purinmaššan,pu-r[i-in-ma-aš-ša-an,ACC.SG.C,Lippe
17263,Bo 5824,9′,628,Ú-UL,~Ú-UL~,NEG,nicht
17264,Bo 5824,9′,628,zikkezi,zi-ik-ke-ez-zi,3SG.PRS.IMPF,setzen
17265,Bo 5824,10′,628,LÚ˽BALAG.DI,⸢LÚ{MEŠ}˽BALAG⸣.DI,NOM.PL(UNM),BALAG.DI-Spieler
17266,Bo 5824,10′,628,attaumine,{⸢D⸣}[a]t-ta-[u-mi-ne,DN.HURR.ABS,Attaumine
17267,Bo 5824,10′,628,SÌR-RU,SÌR-~RU~,3PL.PRS,singen
17268,Bo 5824,11′,628,LUGALuš,⸢LUGAL⸣-uš,FNL(u).NOM.SG.C,König
17269,Bo 5824,11′,628,1,1,QUANcar,ein
17270,Bo 5824,11′,628,NINDA.GUR₄.RA,NINDA.GUR₄.RA,ACC.SG(UNM),Brotlaib
17271,Bo 5824,11′,628,paršia,⸢pár-ši⸣-i[a,3SG.PRS.MP,zerbrechen
17272,Bo 5824,11′,628,PA-NI IŠTAR,~PA-NI~ {D}~IŠTAR~,…:D/L.SG_vor:POSP,Ištar
17273,Bo 5824,12′,628,tapritiššan,⸢tap⸣-ri-ti-iš-ša-an,LUW||HITT.D/L.SG,Stuhl
17274,Bo 5824,12′,628,tianzi,⸢ti⸣-[ia-an-zi,3PL.PRS,setzen
17275,Bo 5824,12′,628,SAGI.A,{LÚ}SAGI.A,NOM.SG(UNM),Mundschenk
17276,Bo 5824,13′,628,tapišanaz,ta-pí-⸢ša⸣-na-az,ABL,(Gefäß)
17277,Bo 5824,13′,628,Ú-UL,~⸢Ú~~⸣-[UL~,NEG,nicht
17278,Bo 5824,13′,628,namma,nam-ma,CNJ,dann
17279,Bo 5824,13′,628,šippanzakezi,ši-ip-pa-an-za-ke-ez-zi,3SG.PRS.IMPF,libieren
17280,Bo 5824,14′,628,našta,na-aš-ta,CONNn=OBPst,'n=ašta
17281,Bo 5824,14′,628,SAGI.A,{LÚ}SAG[I.A,NOM.SG(UNM),Mundschenk
17282,Bo 5824,14′,628,ḫaniššazpat,{DUG}ḫa-ni-iš-ša-az-pát,ABL,Schöpfgefäß
17283,Bo 5824,14′,628,GEŠTIN,GEŠTIN,GEN.SG(UNM),Wein
17284,Bo 5824,15′,628,lelḫuai,le-el-ḫu-w[a-i,3SG.PRS,ausgießen
17285,Bo 5824,15′,628,nu,nu,CONNn,'nu
17286,Bo 5824,15′,628,LUGALi,LUGAL-i,D/L.SG,König
17287,Bo 5824,15′,628,piškezi,pí-iš-ke-ez-zi,3SG.PRS.IMPF,geben
17288,Bo 5824,16′,628,LUGALušma,LUGAL-uš-m[a,FNL(u).NOM.SG.C,König
17289,Bo 5237,r. Kol. 1′,628,purapši,{L]Ú}pu-r[a-ap-ši,D/L.SG,(Funktionär)
17290,Bo 5237,r. Kol. 2′,628,GABA,{UZ]U}GABA,ACC.SG(UNM),Brust
17291,Bo 5237,r. Kol. 3′,628,para,pa-ra-a,PREV,aus-
17292,Bo 5237,r. Kol. 3′,628,epzi,e-ep-zi],3SG.PRS,fassen
17293,Bo 5237,r. Kol. 4′,628,nuššan,[nu-uš-ša-a]n,CONNn=OBPs,'nu=ššan
17294,Bo 5237,r. Kol. 4′,628,LUGALuš,LUGAL-uš,FNL(u).NOM.SG.C,König
17295,Bo 5237,r. Kol. 4′,628,GEŠTIN,GEŠTIN],GEN.SG(UNM),Wein
17296,Bo 5237,r. Kol. 5′,628,A-NA GABA,~[A-NA~ {UZ]U}GABA,…:D/L.SG,Brust
17297,Bo 5237,r. Kol. 5′,628,šer,še-er,POSP,auf
17298,Bo 5237,r. Kol. 5′,628,1-ŠU,[1-~ŠU~,QUANmul,einmal
17299,Bo 5237,r. Kol. 5′,628,šipanti,ši-pa-an-ti],3SG.PRS,libieren
17300,Bo 5237,r. Kol. 6′,628,SANGAma,[{LÚ}SANGA]-ma,NOM.SG(UNM),Priester
17301,Bo 5237,r. Kol. 6′,628,memai,me-ma-i,3SG.PRS,sprechen
17302,Bo 5237,r. Kol. 7′,628,nuššan,nu-uš-ša-an,CONNn=OBPs,'nu=ššan
17303,Bo 5237,r. Kol. 7′,628,SANGA,{L[Ú}SANGA],NOM.SG(UNM),Priester
17304,Bo 5237,r. Kol. 8′,628,irḫui,{GIŠ}i]r-ḫu-i,HITT.D/L.SG,Korb
17305,Bo 5237,r. Kol. 8′,628,QA-DU NINDA.GUR₄.RA,~QA-DU~ NINDA.GUR₄.R[A,…:ABL,Brotlaib
17306,Bo 5237,r. Kol. 9′,628,A-NA BANŠUR,~[A-NA]~ {NA₄.GIŠ}BANŠUR,…:D/L.SG,Tisch
17307,Bo 5237,r. Kol. 9′,628,IŠKUR,{D}IŠKUR,DN.GEN.SG(UNM),Wettergott
17308,Bo 5237,r. Kol. 9′,628,tai,d[a-a-i],3SG.PRS,setzen
17309,Bo 5237,r. Kol. 10′,628,nammakan,[nam]-ma-kán,CNJ       +=  kkan,dann
17310,Bo 5237,r. Kol. 10′,628,1,1,QUANcar,ein
17311,Bo 5237,r. Kol. 10′,628,GAL,GAL,ACC.SG(UNM),Becher
17312,Bo 5237,r. Kol. 10′,628,LUGALi,LUGAL-i,D/L.SG,König
17313,Bo 5237,r. Kol. 10′,628,ŠUi,ŠU-i,D/L.SG,Hand
17314,Bo 5237,r. Kol. 10′,628,tai,[da-a-i],3SG.PRS,setzen
17315,Bo 5237,r. Kol. 11′,628,šunnai,šu-un-na-i,3SG.PRS,füllen
17316,Bo 5237,r. Kol. 12′,628,nanšan,n[a-an-š]a-⸢an⸣,CONNn=PPRO.3SG.C.ACC=OBPs,'n=an=ššan
17317,Bo 5237,r. Kol. 12′,628,SANGA,{LÚ}SANGA,NOM.SG(UNM),Priester
17318,Bo 5237,r. Kol. 12′,628,A-NA BANŠUR,~A-NA~ {NA₄.GIŠ}BA[NŠUR,…:D/L.SG,Tisch
17319,Bo 5237,r. Kol. 12′,628,IŠKUR,{D}IŠKUR,DN.GEN.SG(UNM),Wettergott
17320,Bo 5237,r. Kol. 12′,628,tai,da-a-i,3SG.PRS,setzen
17321,Bo 6009,Vs. lk. Kol. 1′,628,ekuzi,e-ku-zi,3SG.PRS,trinken
17322,Bo 6009,Vs. lk. Kol. 2′,628,NU.GÁL,NU.GÁL,NEG,(ist) nicht (vorhanden)
17323,Bo 6009,Vs. lk. Kol. 3′,628,tanzi,d]a-an-zi,3PL.PRS,nehmen
17324,Bo 6009,Vs. lk. Kol. 4′,628,ḫumantanna,ḫu-ma-an-da-a]n-na,QUANall.ACC.SG.C,jeder; ganz
17325,Bo 6009,Vs. lk. Kol. 5′,628,ekuzi,e-ku-z]i,3SG.PRS,trinken
17326,Bo 6009,Vs. lk. Kol. 6′,628,NU.GÁL,NU.G]ÁL,NEG,(ist) nicht (vorhanden)
17327,Bo 6009,Vs. r. Kol. 4′,628,20,20,QUANcar,20
17328,Bo 6009,Vs. r. Kol. 6′,628,5,5,QUANcar,fünf
17329,Bo 6009,Rs. r. Kol. 3′,628,ekuzi,⸢e⸣-[k]u-[zi,3SG.PRS,trinken
17330,Bo 6009,Rs. r. Kol. 8′,628,NU.GÁL,NU.GÁL,NEG,(ist) nicht (vorhanden)
17331,Bo 6149,Rs. 1,628,nu,nu,CONNn,'nu
17332,Bo 6149,Rs. 1,628,1-EN,1-~EN~⸣,QUANcar,ein
17333,Bo 6149,Rs. 2,628,pipitḫi,{URU}pí-pí-⸢it-ḫi⸣,HURR,()
17334,Bo 6149,Rs. 4,628,1,1,QUANcar,ein
17335,Bo 6149,Rs. 5,628,1-ŠU,1-~ŠU~,QUANmul,einmal
