,txtid,lnr,cth_number,word,translit,gloss,trans_de
0,IBoT 1.30+, Vs. 1,821,LUGALuš,⸢LUGAL⸣-uš,FNL(u).NOM.SG.C,König
1,IBoT 1.30+, Vs. 1,821,kuapi,ku-wa-pí,CNJ,sobald als
2,IBoT 1.30+, Vs. 1,821,DINGIRaš,DINGIR{MEŠ}-aš,D/L.PL,Gottheit
3,IBoT 1.30+, Vs. 1,821,aruaizi,a-ru-wa-a-ez-zi,3SG.PRS,sich verneigen
4,IBoT 1.30+, Vs. 1,821,GUDU₁₂,{LÚ}GUDU₁₂,NOM.SG(UNM),Gesalbter
5,IBoT 1.30+, Vs. 1,821,kišan,kiš-an,DEMadv,in dieser Weise
6,IBoT 1.30+, Vs. 1,821,malti,ma-al-di,3SG.PRS,äußern
7,IBoT 1.30+, Vs. 2,821,taparnakan,[t]a-ba-ar-na-kán,NOM.SG(!),(Königstitel)
8,IBoT 1.30+, Vs. 2,821,LUGALuš,LUGAL-uš,FNL(u).NOM.SG.C,König
9,IBoT 1.30+, Vs. 2,821,DINGIRaš,DINGIR{MEŠ}-aš,D/L.PL,Gottheit
10,IBoT 1.30+, Vs. 2,821,aššuš,a-aš-šu-uš,NOM.SG.C,gut
11,IBoT 1.30+, Vs. 2,821,eštu,e-eš-du,3SG.IMP,sein
12,IBoT 1.30+, Vs. 2,821,KURe,KUR-e,FNL(e).NOM.SG.N,Land
13,IBoT 1.30+, Vs. 2,821,10ašpat,{D}10-aš-pát,DN.HITT.GEN.SG,Wettergott
14,IBoT 1.30+, Vs. 3,821,nepeš,ne-pé-eš,NOM.SG.N,Himmel
15,IBoT 1.30+, Vs. 3,821,tekanna,te-⸢kán⸣-na,NOM.SG.N,Erde
16,IBoT 1.30+, Vs. 3,821,ÉRINaz,ÉRIN{MEŠ}-az,NOM.SG.C,Truppe
17,IBoT 1.30+, Vs. 3,821,10ašpat,{D}10-aš-pát,DN.HITT.GEN.SG,Wettergott
18,IBoT 1.30+, Vs. 3,821,nuza,nu-za,CONNn=REFL,'nu=z
19,IBoT 1.30+, Vs. 3,821,laparnan,{LÚ}la-ba-ar-na-an,ACC.SG.C,(Königstitel)
20,IBoT 1.30+, Vs. 3,821,LUGALun,LUGAL-un,FNL(u).ACC.SG.C,König
21,IBoT 1.30+, Vs. 4,821,maniaḫḫatallan,{LÚ}ma-ni-ia-aḫ-ḫa-⸢tal⸣-la-an,ACC.SG.C,Verwalter
22,IBoT 1.30+, Vs. 4,821,iat,i-ia-at,3SG.PST,machen
23,IBoT 1.30+, Vs. 4,821,nušši,nu-uš-ši,CONNn=PPRO.3SG.D/L,'nu=šši
24,IBoT 1.30+, Vs. 4,821,KÙ.BABBARaš,{URU}KÙ.BABBAR-aš,GN.GEN.SG,Ḫattuša
25,IBoT 1.30+, Vs. 4,821,KURe,KUR-e,FNL(e).NOM.PL.N,Land
26,IBoT 1.30+, Vs. 5,821,ḫuman,ḫu-u-ma-an,QUANall.ACC.SG.N,jeder; ganz
27,IBoT 1.30+, Vs. 5,821,paiš,pa-iš,3SG.PST,geben
28,IBoT 1.30+, Vs. 5,821,nuššan,nu-uš-⸢ša⸣-an,CONNn=OBPs,'nu=ššan
29,IBoT 1.30+, Vs. 5,821,KURe,KUR-e,FNL(e).ACC.SG.N,Land
30,IBoT 1.30+, Vs. 5,821,laparnaš,la-ba-ar-na-aš,NOM.SG.C,(Königstitel)
31,IBoT 1.30+, Vs. 6,821,ŠUaz,ŠU-az,ABL,Hand
32,IBoT 1.30+, Vs. 6,821,maniaḫḫiškettu,ma-ni-ia-aḫ-ḫi-⸢iš⸣-ke-ed-du,3SG.IMP.IMPF,zuteilen
33,IBoT 1.30+, Vs. 6,821,kuiššan,ku-iš-ša-an,INDFevr.NOM.SG.C,jeder
34,IBoT 1.30+, Vs. 7,821,laparnaš,la-ba-ar-⸢na⸣-aš,GEN.SG,(Königstitel)
35,IBoT 1.30+, Vs. 7,821,LUGALuaš,LUGAL-w[a-a]š,FNL(u).GEN.SG,König
36,IBoT 1.30+, Vs. 7,821,NÍ.TEaš,NÍ.TE-aš,GEN.SG,Körper
37,IBoT 1.30+, Vs. 7,821,irḫašša,ir-ḫa-aš-ša,D/L.PL,Grenze
38,IBoT 1.30+, Vs. 8,821,šalika,ša-li-ga,3SG.PRS.MP,berühren
39,IBoT 1.30+, Vs. 8,821,10aš,{D}10-aš,DN.FNL(a).HITT.NOM.SG,Wettergott
40,IBoT 1.30+, Vs. 8,821,ḫarniktu,⸢ḫar⸣-ni-ik-du,3SG.IMP,zerstören
41,KUB 48.13,Vs. 1′,821,nu,nu,CONNn,'nu
42,KUB 48.13,Vs. 1′,821,DUMU.É.GAL,DUMU.É.GAL,NOM.SG(UNM),Palastbediensteter
43,KUB 48.13,Vs. 1′,821,Ù,~Ù~,CNJadd,und
44,KUB 48.13,Vs. 1′,821,SANGA,{LÚ}S[ANGA,NOM.SG(UNM),Priester
45,KUB 48.13,Vs. 2′,821,aranzi,⸢a⸣-ra-an-zi,3PL.PRS,ankommen
46,KUB 48.13,Vs. 2′,821,nu,nu,CONNn,'nu
47,KUB 48.13,Vs. 2′,821,namma,nam-ma,CNJ,dann
48,KUB 48.13,Vs. 2′,821,10,{D}10,DN.ACC.SG(UNM),Wettergott
49,KUB 48.13,Vs. 3′,821,namma,na]m-ma,CNJ,dann
50,KUB 48.13,Vs. 3′,821,10,{D}10,DN.ACC.SG(UNM),Wettergott
51,KUB 48.13,Vs. 3′,821,akuanzi,a-ku-wa-an-zi,3PL.PRS,trinken
52,KUB 48.13,Vs. 4′,821,menaḫḫanta,me-na-a]ḫ-ḫa-an-da,PREV,entgegen-
53,KUB 48.13,Vs. 4′,821,utai,ú-da-a-i,3SG.PRS,(her)bringen
54,KUB 48.13,Vs. 5′,821,GEŠTIN,GEŠT]IN,GEN.SG(UNM),Wein
55,KUB 48.13,Vs. 5′,821,MAR.GÍD.DAaš,{GIŠ}MAR.GÍD.DA-aš,mmm,Lastwagen
56,KUB 48.13,Vs. 5′,821,peran,pé-ra-an,POSP,vor
57,KUB 48.13,Vs. 5′,821,BALti,BAL-⸢ti⸣,3SG.PRS,libieren
58,KUB 48.13,Vs. 6′,821,GÌR.GUB,{GI]Š}GÌR.GUB,ACC.SG(UNM),Fußschemel
59,KUB 48.13,Vs. 6′,821,ḫašḫaššanzi,ḫa-aš-ḫa-aš-ša-an-zi,3PL.PRS,abschaben
60,KUB 48.13,Vs. 7′,821,atanna,a-d]a-an-na,INF,essen
61,KUB 48.13,Vs. 7′,821,akuanna,a-ku-wa-an-na,INF,trinken
62,KUB 48.13,Vs. 7′,821,AGRIG,{LÚ}AGRIG,{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)},Verwalter
63,KUB 48.13,Vs. 7′,821,kaštama,{URU}ka-aš-da-ma,GN.GEN.SG(UNM),Kaštam(m)a
64,KUB 48.13,Vs. 9′,821,taḫanka,t]a-a-ḫa-an-ga,DN.D/L.SG(UNM),Daḫanga
65,KUB 48.13,Vs. 9′,821,AŠ-RI-ŠU,~AŠ-RI-ŠU~,D/L.SG(UNM)_DEM2/3.GEN.SG,Ort
66,KUB 48.13,Vs. 10′,821,LÚ,LÚ{MEŠ},NOM.PL(UNM),Mann
67,KUB 48.13,Vs. 10′,821,ziḫalukka,{URU}zi]-ḫa-lu-uk-ka,GN.GEN.SG(UNM),Za/iḫaluk(k)a
68,KUB 48.13,Vs. 10′,821,2,2,QUANcar,zwei
69,KUB 48.13,Vs. 10′,821,MÁŠ.GAL,MÁŠ.GAL,ACC.SG(UNM),Ziegenbock
70,KUB 48.13,Vs. 10′,821,GE₆,GE₆,ACC.SG(UNM),dunkel
71,KUB 48.13,Vs. 10′,821,BABBAR,BABBAR,ACC.SG(UNM),weiß
72,KUB 48.13,Vs. 11′,821,malti,ma-al-di,3SG.PRS,äußern
73,KUB 48.13,Vs. 11′,821,tuttumili,du-ud-du-mi-li,ADV,still
74,KUB 48.13,Vs. 15′,821,innirit,in-ni-ri-i]t,INS,Augenbraue
75,KUB 48.13,Vs. 15′,821,laplipit,la-ap-li-pí-it,INS,Wimper
76,KUB 48.13,Vs. 16′,821,šuaia,šu-wa-ia,3SG.PRS.MP,füllen
77,KUB 48.13,Rs. 2′,821,tai,da-a-i,3SG.PRS,nehmen
78,KUB 48.13,Rs. 2′,821,1,1,QUANcar,ein
79,KUB 48.13,Rs. 2′,821,DUG,DUG,ACC.SG(UNM),Gefäß
80,KUB 48.13,Rs. 2′,821,KA.GAG.A,⸢KA⸣.G[AG.A,GEN.SG(UNM),(Gefäß gefüllt mit) geringe(r) Bierart
81,KUB 48.13,Rs. 3′,821,malti,ma-a]l-di,3SG.PRS,äußern
82,KUB 48.13,Rs. 4′,821,tai,da-a-i,3SG.PRS,nehmen
83,KUB 48.13,Rs. 5′,821,KA.GAG.A,KA.GAG.A,GEN.SG(UNM),(Gefäß gefüllt mit) geringe(r) Bierart
84,KUB 48.13,Rs. 5′,821,aššanuzi,aš-ša-nu-zi,3SG.PRS,versorgen
85,KUB 48.13,Rs. 6′,821,10,{D}10,DN.ACC.SG(UNM),Wettergott
86,KUB 48.13,Rs. 6′,821,nerik,{URU}ne-ri-ik,GN.GEN.SG(UNM),Nerik
87,KUB 48.13,Rs. 9′,821,PA-NI DINGIR-LIM,~P]A-NI~ DINGIR-~LIM~,…:D/L.SG_vor:POSP,Gott
88,KUB 48.13,Rs. 9′,821,kišan,kiš-an,DEMadv,in dieser Weise
89,KUB 48.13,Rs. 9′,821,memai,me-ma-i,3SG.PRS,sprechen
90,KUB 48.13,Rs. 10′,821,eštu,e-eš-d]u,3SG.IMP,sein
91,KUB 48.13,Rs. 10′,821,utne,ut-ne-e,NOM.SG.N,Land
92,KUB 48.13,Rs. 10′,821,IŠKURnašpat,{D}IŠKUR-na-aš-pát,DN.FNL(n).HITT.GEN.SG,Wettergott
93,KUB 48.13,Rs. 11′,821,laparnan,la-ba-ar-na-an,ACC.SG.C,(Königstitel)
94,KUB 48.13,Rs. 11′,821,LUGALun,LUGAL-un,FNL(u).ACC.SG.C,König
95,KUB 48.13,Rs. 12′,821,nušši,nu-uš-ši,CONNn=PPRO.3SG.D/L,'nu=šši
96,KUB 48.13,Rs. 12′,821,ḫattušan,{URU}ḫa-at-tu-ša-an,GN.ACC.SG.C,Ḫattuša
97,KUB 48.13,Rs. 13′,821,ḫuman,ḫu-u-m]a-an,QUANall.ACC.SG.N,jeder; ganz
98,KUB 48.13,Rs. 13′,821,laparnaš,la-ba-ar-na-aš,GEN.SG,(Königstitel)
99,KUB 48.13,Rs. 13′,821,LUGALuš,⸢LUGAL-uš⸣,FNL(u).NOM.SG.C,König
100,KUB 48.13,Rs. 14′,821,maniaḫḫiškettu,ma-ni-ia-aḫ-ḫi-iš-k]e-ed-du,3SG.IMP.IMPF,zuteilen
101,KUB 48.13,Rs. 15′,821,irḫašša,i]r-ḫa-aš-ša,D/L.PL,Grenze
102,KUB 48.13,Rs. 16′,821,ḫarniktu,ḫar-ni-i]k-du,3SG.IMP,zerstören
103,HT 67,Vs. 3′,821,GEŠTIN,{LÚ}GEŠTIN,NOM.SG(UNM),Weinfunktionär
104,HT 67,Vs. 3′,821,A-NA,~A-N[A~,…:D/L.SG,zu
105,HT 67,Vs. 4′,821,mân,ma-a-an,CNJ,wenn
106,HT 67,Vs. 4′,821,DUMU.É.GAL,DUMU.É.G[AL,NOM.SG(UNM),Palastbediensteter
107,HT 67,Vs. 5′,821,LÚ,LÚ{MEŠ},{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)},Mann
108,HT 67,Vs. 5′,821,ziḫalukka,{URU}zi-ḫa-[lu-uk-ka₄,GN.GEN.SG(UNM),Za/iḫaluk(k)a
109,HT 67,Vs. 6′,821,nu,nu,CONNn,'nu
110,HT 67,Vs. 6′,821,DUMU.É.GAL,DUMU.É.GAL,NOM.SG(UNM),Palastbediensteter
111,HT 67,Vs. 6′,821,menaḫḫanta,me-[na-aḫ-ḫa-an-da,ADV,gegenüber
112,HT 67,Vs. 7′,821,1,1,QUANcar,ein
113,HT 67,Vs. 7′,821,UDU,UDU,ACC.SG(UNM),Schaf
114,HT 67,Vs. 7′,821,2,2,QUANcar,zwei
115,HT 67,Vs. 7′,821,NINDA.GUR₄.RA,NINDA.GUR₄.R[A,ACC.PL(UNM),Brotlaib
116,HT 67,Vs. 8′,821,n,n,QUANcar,(unbekannte Zahl)
117,HT 67,Vs. 8′,821,NINDA.GUR₄.RA,⸢NINDA.GUR₄⸣.RA{ḪI.A},ACC.SG(UNM),Brotlaib
118,HT 67,Rs. 1′,821,GIMan,GIM-a[n,CNJ,wie
119,HT 67,Rs. 2′,821,laparnakan,la-ba-[ar-na-kán,NOM.SG(!),(Königstitel)
120,HT 67,Rs. 3′,821,nepiš,ne-pí-i[š,NOM.SG.N,Himmel
121,HT 67,Rs. 4′,821,LUGALun,LUGAL-un,FNL(u).ACC.SG.C,König
122,HT 67,Rs. 5′,821,KURe,KUR-e,FNL(e).ACC.SG.N,Land
123,HT 67,Rs. 5′,821,ḫuman,ḫu-u-ma-an,QUANall.ACC.SG.N,jeder; ganz
124,HT 67,Rs. 6′,821,IŠKURni,{D}IŠKUR-ni,DN.FNL(n).HITT.D/L.SG,Wettergott
125,HT 67,Rs. 7′,821,NÍ.TE,NÍ.TE,GEN.SG(UNM),Körper
126,HT 67,Rs. 7′,821,irḫašša,ir-ḫa-aš-[ša,D/L.PL,Grenze
127,KUB 54.64,Vs. 1′,821,5e,5-e⸣,QUANcar.N/A.N,fünf
128,KUB 54.64,Vs. 2′,821,petai,pé-e-da-i,3SG.PRS,hinschaffen
129,KUB 54.64,Vs. 3′,821,nu,nu,CONNn,'nu
130,KUB 54.64,Vs. 3′,821,LÚ,LÚ{MEŠ},NOM.PL(UNM),Mann
131,KUB 54.64,Vs. 3′,821,nerik,{URU}ne-ri-⸢ik⸣,GN.GEN.SG(UNM),Nerik
132,KUB 54.64,Vs. 4′,821,šanḫanzi,š]a-an-ḫa-an-zi,3PL.PRS,suchen/reinigen
133,KUB 54.64,Vs. 5′,821,našta,na-aš-ta,CONNn=OBPst,'n=ašta
134,KUB 54.64,Vs. 5′,821,pittazi,píd-da-zi,3SG.PRS,bringen
135,KUB 54.64,Vs. 6′,821,LÚ,LÚ,NOM.SG(UNM),Mann
136,KUB 54.64,Vs. 6′,821,kaštamma,{URU}ka-aš-ta-am-ma,GN.GEN.SG(UNM),Kaštam(m)a
137,KUB 54.64,Vs. 6′,821,pai,pa-a-i,3SG.PRS,geben
138,KUB 54.64,Vs. 7′,821,1,1,QUANcar,ein
139,KUB 54.64,Vs. 7′,821,UDU,UDU,{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ABL(UNM)} { j → INS(UNM)} { k → VOC.SG(UNM)} { l → VOC.PL(UNM)},Schaf
140,KUB 54.64,Vs. 7′,821,ḫanišnit,{DUG}ḫa-ni-iš-ni-it,INS,Schöpfgefäß
141,KUB 54.64,Vs. 7′,821,šippanti,ši-ip-pa-an-ti,3SG.PRS,libieren
142,KUB 54.64,Vs. 8′,821,ištamanišši,i]š-ta-ma-ni-iš-ši,NOM.PL.C,Ohr
143,KUB 54.64,Vs. 8′,821,KUN,{UZU}KUN,{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)},Schwanz
144,KUB 54.64,Vs. 10′,821,BILza,BIL-za,PTCP.NOM.SG.C,verbrennen
145,KUB 54.64,Vs. 10′,821,LÚ,LÚ{MEŠ},NOM.PL(UNM),Mann
146,KUB 54.64,Vs. 10′,821,zaḫalukka,{URU}za-ḫa-lu-uk-ka₄,GN.GEN.SG(UNM),Za/iḫaluk(k)a
147,KUB 54.64,Vs. 11′,821,zaḫalukka,{URU}za-ḫa-l]u-uk-ka₄,GN.GEN.SG(UNM),Za/iḫaluk(k)a
148,KUB 54.64,Vs. 11′,821,petanzi,pé-e-da-an-zi,3PL.PRS,hinschaffen
149,KUB 54.64,Vs. 12′,821,tai,d]a-a-i,3SG.PRS,nehmen
150,KUB 54.64,Vs. 13′,821,ŠU.GI,{L]Ú.MEŠ}Š[U.G]I,{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)},Greis
151,KUB 54.64,Vs. 13′,821,nerik,⸢{URU}⸣ne-ri-ik,GN.GEN.SG(UNM),Nerik
152,KUB 54.64,Vs. 14′,821,akuanzi,a-k]u-⸢wa-an-zi⸣,3PL.PRS,trinken
153,KUB 54.64,Vs. 14′,821,Ù,~Ù~,CNJadd,und
154,KUB 54.64,Vs. 14′,821,A-NA LÚ,~A-NA~ LÚ{MEŠ},…:D/L.PL,Mann
155,KUB 54.64,Vs. 14′,821,ziḫaluk,⸢{URU}zi-ḫa-lu-uk⸣,GN.GEN.SG(UNM),Za/iḫaluk(k)a
156,KUB 54.64,Vs. 15′,821,wakeššar,{NINDA}wa-g]e-eš-šar,ACC.SG.N,(Gebäckbezeichnung)
157,KUB 54.64,Vs. 15′,821,1,1,QUANcar,ein
158,KUB 54.64,Vs. 15′,821,NINDA,NINDA,ACC.SG(UNM),Brot
159,KUB 54.64,Vs. 15′,821,marnuan,mar-nu-wa-an,ACC.SG.N,(Biersorte)
160,KUB 54.64,Vs. 15′,821,AGRIG,{LÚ}AGRIG,NOM.SG(UNM),Verwalter
161,KUB 54.64,Vs. 15′,821,pai,pa-a-i,3SG.PRS,geben
162,KUB 54.64,Vs. 17′,821,irḫaizi,ir-ḫ]a-a-ez-zi,3SG.PRS,die Runde machen
163,KUB 54.64,Vs. 17′,821,A-NA GAL,~A-NA~ GAL,…:D/L.SG,Becher
164,KUB 54.64,Vs. 17′,821,šer,še-er,POSP,auf
165,KUB 54.64,Vs. 17′,821,UL,~UL~,NEG,nicht
166,KUB 54.64,Vs. 17′,821,appanzi,ap-pa-an-zi,3PL.PRS,fassen
167,KUB 54.64,Vs. 18′,821,mân,ma-a-an,CNJ,wenn
168,KUB 54.64,Vs. 18′,821,appaima,a-ap-pa-i-ma,3SG.PRS,fertig sein
169,KUB 54.64,Vs. 18′,821,nuššan,nu-uš-ša-an,CONNn=OBPs,'nu=ššan
170,KUB 54.64,Vs. 18′,821,BANŠUR,{GIŠ}BANŠUR{MEŠ},{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)},Tisch
171,KUB 54.64,Vs. 19′,821,kuit,ku-it,REL.ACC.SG.N,welcher
172,KUB 54.64,Vs. 19′,821,imma,im-ma,ADV,gerade
173,KUB 54.64,Vs. 19′,821,SANGA,{LÚ}SANGA,NOM.SG(UNM),Priester
174,KUB 54.64,Vs. 19′,821,zaḫaluk,{URU}za-ḫa-lu-uk,GN.GEN.SG(UNM),Za/iḫaluk(k)a
175,KUB 54.64,Vs. 19′,821,tai,da-a-⸢i⸣,3SG.PRS,nehmen
176,KUB 54.64,Vs. 20′,821,LÚ,L]Ú{MEŠ},NOM.PL(UNM),Mann
177,KUB 54.64,Vs. 20′,821,nerik,{URU}ne-ri-ik,GN.ALL(UNM),Nerik
178,KUB 54.64,Vs. 20′,821,paluiškanzi,pal-ú-i-eš-kán-zi,3PL.PRS.IMPF,anstimmen
179,KUB 54.64,Vs. 21′,821,araš,{LÚ.MEŠ}a-ra-aš,NOM.PL.C(!),Freund/Freundin
180,KUB 54.64,Vs. 21′,821,ari,{LÚ.MEŠ}a-ri,D/L.PL(!),Freund/Freundin
181,KUB 54.64,Vs. 21′,821,ḫalputiel,{GIŠ}ḫal-pu-ti-el,NOM.SG.C,(Altar)
182,KUB 54.64,Vs. 21′,821,ḫalzianzi,ḫal-zi-⸢ia-an-zi⸣,3PL.PRS,rufen
183,KUB 54.64,Vs. 22′,821,DUMU.É.GAL,DUMU.É.G]AL,NOM.SG(UNM),Palastbediensteter
184,KUB 54.64,Vs. 22′,821,Ù,~Ù~,CNJadd,und
185,KUB 54.64,Vs. 22′,821,SANGA,{LÚ}SANGA,NOM.SG(UNM),Priester
186,KUB 54.64,Vs. 22′,821,10,{D}10,DN.ACC.SG(UNM),Wettergott
187,KUB 54.64,Vs. 22′,821,akuanzi,a-ku-wa-an-zi,3PL.PRS,trinken
188,KUB 54.64,Vs. 23′,821,akuanzi,a-ku-an-zi,3PL.PRS,trinken
189,KUB 54.64,Vs. 23′,821,parama,pa-ra-a-ma,ADV += ma,außerdem
190,KUB 54.64,Vs. 23′,821,tuḫkukur,túḫ-ku-ku-ur,NOM.PL.C(!),(Funktionär)
191,KUB 54.64,Vs. 23′,821,aranzi,a-ra-an-zi,3PL.PRS,ankommen
192,KUB 54.64,Vs. 24′,821,NINDA.GUR₄.RA,NINDA.GUR₄.RA,ACC.SG(UNM),Brotlaib
193,KUB 54.64,Vs. 24′,821,Ù,~Ù~,CNJadd,und
194,KUB 54.64,Vs. 24′,821,ḪAB.ḪAB,{DUG}ḪAB.ḪAB,ACC.SG(UNM),Kanne
195,KUB 54.64,Vs. 24′,821,GEŠTIN,GEŠTIN,GEN.SG(UNM),Wein
196,KUB 54.64,Vs. 24′,821,menaḫḫanta,me-na-aḫ-ḫa-an-da,ADV,gegenüber
197,KUB 54.64,Vs. 25′,821,utai,ú-d]a-a-i,3SG.PRS,(her)bringen
198,KUB 54.64,Vs. 25′,821,GEŠTIN,GEŠTIN,ACC.SG(UNM),Wein
199,KUB 54.64,Vs. 25′,821,MAR.GÍD.DAiaš,{GIŠ}MAR.GÍD.DA-ia-aš,D/L.SG,Lastwagen
200,KUB 54.64,Vs. 25′,821,peran,pé-ra-an,POSP,vor
201,KUB 54.64,Vs. 25′,821,BALanti,BAL-an-ti,FNL(an).3SG.PRS,libieren
202,KUB 54.64,Vs. 26′,821,ḫašḫaššanzi,ḫa-aš-ḫ]a-aš-ša-an-zi,3PL.PRS,abschaben
203,KUB 54.64,Vs. 26′,821,NAGAR,{LÚ}NAGAR{MEŠ},NOM.SG(UNM),Zimmermann
204,KUB 54.64,Vs. 26′,821,kuieš,ku-i-e-eš,REL.NOM.PL.C,welcher
205,KUB 54.64,Vs. 26′,821,ḫalputin,{GIŠ}ḫal-pu-ti-in,ACC.SG.C,(Kultobjekt)
206,KUB 54.64,Vs. 27′,821,kaštama,{URU}k]a-aš-ta-ma,GN.GEN.SG(UNM),Kaštam(m)a
207,KUB 54.64,Vs. 27′,821,pai,pa-a-i,3SG.PRS,geben
208,KUB 54.64,Rs. 1,821,LÚ,LÚ{MEŠ},NOM.PL(UNM),Mann
209,KUB 54.64,Rs. 1,821,nerikka,{UR]U}né-ri-⸢ik⸣-ka₄,GN.GEN.SG(UNM),Nerik
210,KUB 54.64,Rs. 1,821,atanzi,⸢a-da-an-zi⸣,3PL.PRS,essen
211,KUB 54.64,Rs. 2,821,MÁŠ.GAL,MÁŠ.G]AL,ACC.SG(UNM),Ziegenbock
212,KUB 54.64,Rs. 2,821,GE₆,GE₆,ACC.SG(UNM),dunkel
213,KUB 54.64,Rs. 2,821,2,2,QUANcar,zwei
214,KUB 54.64,Rs. 2,821,MÁŠ.GAL,MÁŠ.GAL,ACC.SG(UNM),Ziegenbock
215,KUB 54.64,Rs. 2,821,BABBAR,BABBAR,ACC.SG(UNM),weiß
216,KUB 54.64,Rs. 2,821,A-NA DINGIR,~A-NA~ DINGIR{MEŠ},…:D/L.PL,Gottheit
217,KUB 54.64,Rs. 2,821,GÉŠPU,GÉŠPU,GEN.SG(UNM),Faust
218,KUB 54.64,Rs. 2,821,BALanzi,BAL-an-zi,3PL.PRS,libieren
219,KUB 54.64,Rs. 3,821,DINGIR-LIM,DINGIR-~LIM~,D/L.SG(UNM),Gott
220,KUB 54.64,Rs. 3,821,tai,da-a-i,3SG.PRS,setzen
221,KUB 54.64,Rs. 3,821,Ù,~Ù~,CNJadd,und
222,KUB 54.64,Rs. 3,821,IŠ-TU É,~IŠ-TU~ É,…:ABL,Haus
223,KUB 54.64,Rs. 4,821,pai,pa-a-i,3SG.PRS,geben
224,KUB 54.64,Rs. 4,821,nu,nu,CONNn,'nu
225,KUB 54.64,Rs. 4,821,A-NA DINGIR-LIM,~A-NA~ DINGIR-~LIM~,…:D/L.SG,Gott
226,KUB 54.64,Rs. 5,821,tai,d]a-a-i,3SG.PRS,nehmen
227,KUB 54.64,Rs. 5,821,appama,a-ap-pa-ma,ADV += ma,wieder
228,KUB 54.64,Rs. 5,821,8,8,QUANcar,acht
229,KUB 54.64,Rs. 5,821,GEŠTIN,GEŠTIN,GEN.SG(UNM),Wein
230,KUB 54.64,Rs. 5,821,GIBIL,GIBIL,GEN.SG(UNM),neu
231,KUB 54.64,Rs. 6,821,3,3,QUANcar,drei
232,KUB 54.64,Rs. 6,821,GÌR.GUB,{GIŠ}GÌR.GUB,ACC.SG(UNM),Fußschemel
233,KUB 54.64,Rs. 6,821,EGIR,EGIR,ADV,wieder
234,KUB 54.64,Rs. 6,821,pai,pa-a-i,3SG.PRS,geben
235,KUB 54.64,Rs. 7,821,taruppanzi,ta-ru-up-pa-an-zi,3PL.PRS,verflechten
236,KUB 54.64,Rs. 10,821,KÙ.SI₂₂,KÙ.SI₂₂,GEN.SG(UNM),Gold
237,KUB 54.64,Rs. 11,821,A-NA DINGIR,~A-NA~ DINGIR{LIM},…:D/L.SG,Gottheit
238,KUB 54.64,Rs. 12,821,zinnanzi,zi]-⸢in⸣-na-an-⸢zi⸣,3PL.PRS,beendigen
239,KUB 54.64,Rs. 17,821,3,3,QUANcar,drei
240,KUB 54.64,Rs. 17,821,UDU,UDU,ACC.SG(UNM),Schaf
241,KUB 54.64,Rs. 17,821,BALti,BAL-ti,3SG.PRS,libieren
242,KUB 54.64,Rs. 21,821,LUGALuaš,LUGAL-wa-aš,FNL(u).GEN.SG,König
243,Bo 4247,2′,821,KURe,KUR]-⸢e,FNL(e).ACC.SG.N,Land
244,Bo 4247,2′,821,ḫuman,ḫu⸣-u-ma-an,QUANall.ACC.SG.N,jeder; ganz
245,Bo 4247,2′,821,laparnaš,l[a-ba-ar-na-aš,NOM.SG.C,(Königstitel)
